Warehouse_Source,Title_Pattern,Tender_Count,Unique_Buyers,Country_Count,Median_Lean_Fit,Recent_12m_Share_Pct,Volume_Pct,Buyer_Breadth_Pct,Recency_Pct,Lean_Pct,Open_World_Score,Discovery_Type
Germany,"vergabe einer dienstleistungskonzession fur den offentlich geforderten aufbau und betrieb eines gigabitnetzes nach # gigabit rahmenregelung des bundesministerium fur verkehr und digitale infrastruktur vom # # #",164,150,1,82.0,43.292682926829265,99.47933354694008,99.967958987504,74.88785645626402,99.14290291573214,95.61054149311119,NORMALIZED_TITLE_PATTERN
TenderNed,softwarebroker,30,24,1,74.0,46.666666666666664,94.88144825376482,98.7263697532842,76.31368151233579,97.34059596283242,93.65427747516821,NORMALIZED_TITLE_PATTERN
TenderNed,warme drankenvoorziening,35,23,1,74.0,31.428571428571427,95.92278115988465,98.63024671579622,55.50304389618712,97.34059596283242,90.60813841717399,NORMALIZED_TITLE_PATTERN
TenderNed,warme drankenautomaten,17,14,1,74.0,41.17647058823529,88.08074335148991,97.26850368471644,72.72508811278436,97.34059596283242,90.60253123998717,NORMALIZED_TITLE_PATTERN
France,services de telecommunications,36,32,1,82.0,27.77777777777778,96.09900672861262,99.20698494072413,51.281640499839796,99.14290291573214,90.59115668055111,NORMALIZED_TITLE_PATTERN
Germany,ki server,17,7,1,60.0,64.70588235294117,88.08074335148991,91.72540852290932,86.31848766421018,94.65716116629285,90.47052226850369,NORMALIZED_TITLE_PATTERN
Germany,microsoft lizenzen,22,14,1,60.0,36.36363636363637,92.10990067286127,97.26850368471644,62.73630246715797,94.65716116629285,89.56904838192887,NORMALIZED_TITLE_PATTERN
TenderNed,zaaksysteem,18,18,1,60.0,38.88888888888889,89.19416853572572,98.1256007689843,64.74687600128163,94.65716116629285,89.27314963152836,NORMALIZED_TITLE_PATTERN
Germany,beschaffung von microsoft lizenzen,20,5,1,60.0,65.0,90.78820890740147,84.9887856456264,86.35052867670619,94.65716116629285,89.26690163409162,NORMALIZED_TITLE_PATTERN
Germany,vmware lizenzen,29,11,1,60.0,31.03448275862069,94.59307914130086,96.04293495674463,55.28676706183916,94.65716116629285,88.75440563921819,NORMALIZED_TITLE_PATTERN
Germany,citrix lizenzen,29,16,1,60.0,27.586206896551722,94.59307914130086,97.72508811278436,51.241589234219795,94.65716116629285,88.61182313361101,NORMALIZED_TITLE_PATTERN
United Kingdom,finance system,13,11,1,60.0,46.15384615384615,82.15315603973086,96.04293495674463,76.11342518423582,94.65716116629285,88.35469400833065,NORMALIZED_TITLE_PATTERN
United Kingdom,leisure management system,12,11,1,72.0,50.0,79.55783402755527,96.04293495674463,76.63409163729574,97.30054469721243,88.29381608458827,NORMALIZED_TITLE_PATTERN
Germany,gpu server,47,4,1,60.0,40.42553191489361,97.23646267222044,80.33482858058315,72.62095482217238,94.65716116629285,87.60845882729893,NORMALIZED_TITLE_PATTERN
France,prestations de communication,11,8,1,82.0,54.54545454545454,76.2976610060878,93.26337712271707,80.49503364306312,99.14290291573214,87.54181352130726,NORMALIZED_TITLE_PATTERN
Germany,leistungen des inbetriebnahmemanagements und technischen monitorings,22,10,1,70.0,27.27272727272727,92.10990067286127,95.34604293495674,50.6247997436719,96.66773470041653,87.53700736943287,NORMALIZED_TITLE_PATTERN
TED,it drift,17,9,4,60.0,35.294117647058826,88.08074335148991,94.46491509131688,62.31976930471003,94.65716116629285,87.45257930150592,NORMALIZED_TITLE_PATTERN
France,prestations topographiques,12,8,1,82.0,41.66666666666667,79.55783402755527,93.26337712271707,72.85325216276834,99.14290291573214,87.29718039090035,NORMALIZED_TITLE_PATTERN
TenderNed,wmo consulent,20,6,1,70.0,35.0,90.78820890740147,89.35437359820571,62.15956424223006,96.66773470041653,87.18856135853893,NORMALIZED_TITLE_PATTERN
TED,fastighetssystem,48,7,2,60.0,25.0,97.33258570970843,91.72540852290932,47.652995834668374,94.65716116629285,87.05959628324254,NORMALIZED_TITLE_PATTERN
TenderNed,soortenmanagementplan smp,10,8,1,70.0,70.0,72.31656520346043,93.26337712271707,87.92053828900993,96.66773470041653,86.9415251521948,NORMALIZED_TITLE_PATTERN
United Kingdom,hr payroll system,11,11,1,60.0,45.45454545454545,76.2976610060878,96.04293495674463,75.78500480615187,94.65716116629285,86.54549823774431,NORMALIZED_TITLE_PATTERN
TED,dostawa serwerow,29,5,2,60.0,34.48275862068966,94.59307914130086,84.9887856456264,62.06344120474206,94.65716116629285,86.52242870874719,NORMALIZED_TITLE_PATTERN
TenderNed,microsoft licenties,18,17,1,60.0,22.22222222222222,89.19416853572572,97.90131368151233,45.85869913489266,94.65716116629285,86.18375520666453,NORMALIZED_TITLE_PATTERN
Canada federal,elder services,65,6,1,80.0,20.0,98.30182633771227,89.35437359820571,36.895225889138096,99.08683114386415,85.98093559756488,NORMALIZED_TITLE_PATTERN
TED,dostawa serwera,14,4,2,60.0,64.28571428571429,84.00352451137456,80.33482858058315,86.2784363985902,94.65716116629285,85.82377443127203,NORMALIZED_TITLE_PATTERN
Canada federal,elder helper services,34,5,1,80.0,20.588235294117645,95.77058635052867,84.9887856456264,45.305991669336755,99.08683114386415,85.25760974046779,NORMALIZED_TITLE_PATTERN
TED,ekonomisystem,52,4,2,60.0,30.76923076923077,97.59692406280038,80.33482858058315,54.9983979493752,94.65716116629285,84.89698814482537,NORMALIZED_TITLE_PATTERN
TED,microsoft,26,4,3,60.0,34.61538461538461,93.784043575777,80.33482858058315,62.08747196411407,94.65716116629285,84.88737584107658,NORMALIZED_TITLE_PATTERN
Quebec,etude geotechnique et caracterisation environnementale,11,10,1,70.0,36.36363636363637,76.2976610060878,95.34604293495674,62.73630246715797,96.66773470041653,84.73117590515861,NORMALIZED_TITLE_PATTERN
TED,licenspartner,26,3,2,60.0,50.0,93.784043575777,71.73181672540852,76.63409163729574,94.65716116629285,84.63393143223325,NORMALIZED_TITLE_PATTERN
United Kingdom,housing management system,11,11,1,60.0,36.36363636363637,76.2976610060878,96.04293495674463,62.73630246715797,94.65716116629285,84.45770586350528,NORMALIZED_TITLE_PATTERN
Germany,patientenportal,26,16,1,60.0,7.6923076923076925,93.784043575777,97.72508811278436,26.281640499839792,94.65716116629285,84.37552066645306,NORMALIZED_TITLE_PATTERN
France,mise a disposition installation entretien maintenance et exploitation des mobiliers urbains publicitaires et non publicitaires,9,9,1,82.0,44.44444444444444,67.00576738224927,94.46491509131688,75.05607177186799,99.14290291573214,84.24447292534444,NORMALIZED_TITLE_PATTERN
Quebec,renouvellement de licences,10,6,1,74.0,50.0,72.31656520346043,89.35437359820571,76.63409163729574,97.34059596283242,84.12447933354694,NORMALIZED_TITLE_PATTERN
United Kingdom,managed print service,9,5,1,80.0,77.77777777777779,67.00576738224927,84.9887856456264,89.17814802947774,99.08683114386415,83.64770906760653,NORMALIZED_TITLE_PATTERN
TED,"contrato de servicios contr # #",95,9,2,20.0,84.21052631578947,98.95866709388017,94.46491509131688,91.63729573854535,45.21787888497277,83.54133290611983,NORMALIZED_TITLE_PATTERN
TED,"# # # # # # # #",243,24,6,20.0,50.20576131687243,99.70362063441205,98.7263697532842,80.19064402435117,45.21787888497277,83.21179109259852,NORMALIZED_TITLE_PATTERN
TenderNed,klantmanager inkomen,12,4,1,70.0,41.66666666666667,79.55783402755527,80.33482858058315,72.85325216276834,96.66773470041653,82.82457545658443,NORMALIZED_TITLE_PATTERN
Quebec,licences,10,5,1,74.0,50.0,72.31656520346043,84.9887856456264,76.63409163729574,97.34059596283242,82.81480294777315,NORMALIZED_TITLE_PATTERN
TED,"contrato de suministros contr # #",56,7,1,20.0,96.42857142857143,97.87728292214034,91.72540852290932,92.95097725088112,45.21787888497277,82.60525472604934,NORMALIZED_TITLE_PATTERN
TenderNed,das schoolmeubilair primair onderwijs,42,42,1,20.0,52.38095238095239,96.8760012816405,99.48734380006408,80.22268503684717,45.21787888497277,82.59692406280038,NORMALIZED_TITLE_PATTERN
TenderNed,software broker,16,12,1,74.0,6.25,86.89522588913809,96.49150913168856,25.961230374879847,97.34059596283242,82.53156039730855,NORMALIZED_TITLE_PATTERN
TED,"# # # # #",562,65,7,20.0,40.213523131672595,99.91989746876001,99.75969240628004,72.60493431592438,45.21787888497277,82.37295738545338,NORMALIZED_TITLE_PATTERN
TED,serwis oprogramowania,27,4,2,60.0,22.22222222222222,94.04838192886895,80.33482858058315,45.85869913489266,94.65716116629285,82.37007369432874,NORMALIZED_TITLE_PATTERN
TED,dostawa sprzetu komputerowego,125,18,2,20.0,48.8,99.27106696571612,98.1256007689843,76.61807113104774,45.21787888497277,82.33018263377122,NORMALIZED_TITLE_PATTERN
TED,hr system,17,3,3,60.0,41.17647058823529,88.08074335148991,71.73181672540852,72.72508811278436,94.65716116629285,82.29750080102531,NORMALIZED_TITLE_PATTERN
TED,"contrato de suministro contr # #",110,18,2,20.0,50.0,99.12688240948414,98.1256007689843,76.63409163729574,45.21787888497277,82.28949054790131,NORMALIZED_TITLE_PATTERN
TenderNed,warme dranken automaten,11,7,1,74.0,27.27272727272727,76.2976610060878,91.72540852290932,50.6247997436719,97.34059596283242,81.86863184876641,NORMALIZED_TITLE_PATTERN
Germany,adobe lizenzen,18,4,1,60.0,27.77777777777778,89.19416853572572,80.33482858058315,51.281640499839796,94.65716116629285,81.78148029477731,NORMALIZED_TITLE_PATTERN
TED,bevakningstjanster,58,12,2,20.0,43.103448275862064,97.94937520025633,96.49150913168856,74.87183595001602,45.21787888497277,81.16404998397948,NORMALIZED_TITLE_PATTERN
France,prestations topographiques et foncieres,12,9,1,82.0,16.666666666666664,79.55783402755527,94.46491509131688,32.22524831784684,99.14290291573214,81.15716116629285,NORMALIZED_TITLE_PATTERN
TED,"jaen primer cbam am # #",17,12,1,20.0,100.0,88.08074335148991,96.49150913168856,92.99102851650112,45.21787888497277,81.10253123998717,NORMALIZED_TITLE_PATTERN
TED,arendehanteringssystem,12,5,3,60.0,33.33333333333333,79.55783402755527,84.9887856456264,55.91156680551106,94.65716116629285,81.02755527074655,NORMALIZED_TITLE_PATTERN
TED,dostawa srodkow czystosci,44,11,2,20.0,47.72727272727273,97.02018583787248,96.04293495674463,76.53796859980775,45.21787888497277,81.01730214674782,NORMALIZED_TITLE_PATTERN
TED,"# # # # # # #",181,27,5,20.0,39.226519337016576,99.55142582505607,98.91861582826017,64.85100929189362,45.21787888497277,80.7694649150913,NORMALIZED_TITLE_PATTERN
TenderNed,das kantoormeubilair,20,20,1,20.0,60.0,90.78820890740147,98.32585709708427,82.28132008971484,45.21787888497277,80.75152194809355,NORMALIZED_TITLE_PATTERN
TenderNed,senior communicatieadviseur,8,6,1,82.0,50.0,59.61230374879847,89.35437359820571,76.63409163729574,99.14290291573214,80.74575456584428,NORMALIZED_TITLE_PATTERN
Germany,spracherkennung,10,7,1,60.0,30.0,72.31656520346043,91.72540852290932,54.229413649471326,94.65716116629285,80.60701698173662,NORMALIZED_TITLE_PATTERN
TED,dostawa produktow leczniczych,473,37,2,20.0,34.46088794926004,99.89586670938802,99.3912207625761,62.05543095161807,45.21787888497277,80.56728612624158,NORMALIZED_TITLE_PATTERN
Quebec,campagne publicitaire,11,8,1,82.0,18.181818181818183,76.2976610060878,93.26337712271707,36.222364626722204,99.14290291573214,80.45818647869272,NORMALIZED_TITLE_PATTERN
TED,standardsoftware,9,8,2,74.0,33.33333333333333,67.00576738224927,93.26337712271707,55.91156680551106,97.34059596283242,80.38833707145145,NORMALIZED_TITLE_PATTERN
TenderNed,senior projectleider,9,5,1,60.0,44.44444444444444,67.00576738224927,84.9887856456264,75.05607177186799,94.65716116629285,80.32505607177185,NORMALIZED_TITLE_PATTERN
TenderNed,sanitaire voorzieningen,27,20,1,20.0,40.74074074074074,94.04838192886895,98.32585709708427,72.66100608779237,45.21787888497277,80.1903236142262,NORMALIZED_TITLE_PATTERN
TED,"# # # # # # # # #",84,13,4,20.0,39.285714285714285,98.81448253764819,96.94809355975649,64.85901954501763,45.21787888497277,79.95850688881768,NORMALIZED_TITLE_PATTERN
TenderNed,catering,24,19,1,20.0,41.66666666666667,92.91092598526114,98.22973405959628,72.85325216276834,45.21787888497277,79.85100929189362,NORMALIZED_TITLE_PATTERN
TED,"# # # # # # # # # #",67,15,5,20.0,35.82089552238806,98.35789810958026,97.4927907721884,62.68023069528997,45.21787888497277,79.63633450817045,NORMALIZED_TITLE_PATTERN
TED,"dodavka elektriny na obdobi # # # # # #",264,45,2,20.0,33.33333333333333,99.74367190003204,99.55943607818007,55.91156680551106,45.21787888497277,79.58907401473886,NORMALIZED_TITLE_PATTERN
TED,foretagshalsovard,71,14,3,20.0,33.80281690140845,98.49407241268824,97.26850368471644,61.991348926626074,45.21787888497277,79.49967958987503,NORMALIZED_TITLE_PATTERN
TenderNed,das schoonmaakdiensten,31,31,1,20.0,38.70967741935484,95.11374559436078,99.15892342198013,64.72284524190964,45.21787888497277,79.48974687600128,NORMALIZED_TITLE_PATTERN
TED,"# speisinger stra e # #",13,13,1,20.0,100.0,82.15315603973086,96.94809355975649,92.99102851650112,45.21787888497277,79.46123037487983,NORMALIZED_TITLE_PATTERN
TED,"almeria # cbam contr # # #",81,4,1,20.0,100.0,98.7183595001602,80.33482858058315,92.99102851650112,45.21787888497277,79.44681191925665,NORMALIZED_TITLE_PATTERN
Germany,neubau rebstockbad frankfurt am main,43,2,1,82.0,44.18604651162791,96.92406280038449,48.470041653316244,75.032041012496,99.14290291573214,79.41765459788529,NORMALIZED_TITLE_PATTERN
TenderNed,arbodienstverlening,89,74,1,20.0,32.58426966292135,98.85453380326818,99.79974367190003,55.84748478051906,45.21787888497277,79.38417173982697,NORMALIZED_TITLE_PATTERN
Quebec,services professionnels en cybersecurite,10,8,1,82.0,20.0,72.31656520346043,93.26337712271707,36.895225889138096,99.14290291573214,79.37151553989105,NORMALIZED_TITLE_PATTERN
TED,dostawa implantow ortopedycznych,72,11,2,20.0,37.5,98.50208266581224,96.04293495674463,63.280999679589875,45.21787888497277,79.3407561678949,NORMALIZED_TITLE_PATTERN
TED,formansportal,18,3,2,60.0,27.77777777777778,89.19416853572572,71.73181672540852,51.281640499839796,94.65716116629285,79.20057673822492,NORMALIZED_TITLE_PATTERN
TED,vakuutusten hankinta,78,11,2,20.0,34.61538461538461,98.63825696892022,96.04293495674463,62.08747196411407,45.21787888497277,79.19064402435117,NORMALIZED_TITLE_PATTERN
TED,"contr # #",94,5,1,20.0,57.446808510638306,98.94264658763217,84.9887856456264,82.08907401473886,45.21787888497277,79.16597244472925,NORMALIZED_TITLE_PATTERN
TED,"almeria # cbam contr # #",54,4,1,20.0,100.0,97.70906760653637,80.33482858058315,92.99102851650112,45.21787888497277,79.14402435116949,NORMALIZED_TITLE_PATTERN
Quebec,offres infonuagiques de collaboration et de bureautique,9,9,1,74.0,22.22222222222222,67.00576738224927,94.46491509131688,45.85869913489266,97.34059596283242,79.14033963473244,NORMALIZED_TITLE_PATTERN
Germany,firewall,18,5,1,60.0,5.555555555555555,89.19416853572572,84.9887856456264,25.809035565523867,94.65716116629285,79.10205062479974,NORMALIZED_TITLE_PATTERN
TenderNed,kantoormeubilair,26,23,1,20.0,38.46153846153847,93.784043575777,98.63024671579622,64.52258891380967,45.21787888497277,78.90019224607497,NORMALIZED_TITLE_PATTERN
TED,marketplace,10,4,2,60.0,40.0,72.31656520346043,80.33482858058315,64.91509131688561,94.65716116629285,78.89955142582505,NORMALIZED_TITLE_PATTERN
TED,dostawa materia ow opatrunkowych,82,19,2,20.0,32.926829268292686,98.7584107657802,98.22973405959628,55.89554629926305,45.21787888497277,78.8920217878885,NORMALIZED_TITLE_PATTERN
TED,darbinieku veselibas apdrosinasana,83,9,2,20.0,36.144578313253014,98.7744312720282,94.46491509131688,62.720281960909965,45.21787888497277,78.85933995514257,NORMALIZED_TITLE_PATTERN
TED,dostawy produktow leczniczych,80,8,2,20.0,40.0,98.69432874078821,93.26337712271707,64.91509131688561,45.21787888497277,78.82601730214674,NORMALIZED_TITLE_PATTERN
TenderNed,warme dranken,9,8,1,74.0,22.22222222222222,67.00576738224927,93.26337712271707,45.85869913489266,97.34059596283242,78.7798782441525,NORMALIZED_TITLE_PATTERN
TED,"dodavka zemniho plynu na obdobi # # # # # #",160,18,2,20.0,29.375,99.46331304069209,98.1256007689843,54.02114706824735,45.21787888497277,78.77234860621594,NORMALIZED_TITLE_PATTERN
TED,sukcesivna dobava konvencionalnih zivil in zivil iz shem kakovosti,154,43,2,20.0,28.57142857142857,99.43928228132009,99.50336430631208,51.481896827939764,45.21787888497277,78.77218840115347,NORMALIZED_TITLE_PATTERN
TED,dostawa lekow,259,32,2,20.0,28.185328185328185,99.72765139378404,99.20698494072413,51.45786606856777,45.21787888497277,78.76594040371675,NORMALIZED_TITLE_PATTERN
TED,"# # # # # #",632,68,7,20.0,25.158227848101266,99.95193848125601,99.77571291252804,49.88785645626402,45.21787888497277,78.75264338353091,NORMALIZED_TITLE_PATTERN
United Kingdom,hr and payroll system,8,8,1,60.0,37.5,59.61230374879847,93.26337712271707,63.280999679589875,94.65716116629285,78.70538289009933,NORMALIZED_TITLE_PATTERN
TED,opskrba elektricnom energijom,135,34,3,20.0,28.14814814814815,99.3351489907081,99.29509772508811,51.44985581544377,45.21787888497277,78.67334187760332,NORMALIZED_TITLE_PATTERN
TED,"# # # # # # # # # # # #",32,7,5,20.0,40.625,95.35405318808074,91.72540852290932,72.63697532842038,45.21787888497277,78.59804549823774,NORMALIZED_TITLE_PATTERN
TenderNed,onderhoud e w installaties,15,12,1,20.0,60.0,85.42133931432232,96.49150913168856,82.28132008971484,45.21787888497277,78.5911566805511,NORMALIZED_TITLE_PATTERN
TED,"reactivi de laborator # loturi",16,3,2,74.0,25.0,86.89522588913809,71.73181672540852,47.652995834668374,97.34059596283242,78.57433514899071,NORMALIZED_TITLE_PATTERN
TenderNed,schoonmaakonderhoud,47,45,1,20.0,29.78723404255319,97.23646267222044,99.55943607818007,54.189362383851325,45.21787888497277,78.56135853892982,NORMALIZED_TITLE_PATTERN
TED,"# franz koci stra e # #",12,12,1,20.0,91.66666666666666,79.55783402755527,96.49150913168856,92.70265940403716,45.21787888497277,78.49951938481254,NORMALIZED_TITLE_PATTERN
Germany,gpu cluster,8,5,1,60.0,50.0,59.61230374879847,84.9887856456264,76.63409163729574,94.65716116629285,78.35950016020507,NORMALIZED_TITLE_PATTERN
TED,dostawa mebli,35,9,2,20.0,40.0,95.92278115988465,94.46491509131688,64.91509131688561,45.21787888497277,78.35501441845561,NORMALIZED_TITLE_PATTERN
TED,elektricna energija,55,14,5,20.0,32.72727272727273,97.78917013777635,97.26850368471644,55.87151553989106,45.21787888497277,78.30903556552386,NORMALIZED_TITLE_PATTERN
TenderNed,leermiddelen,36,34,1,20.0,30.555555555555557,96.09900672861262,99.29509772508811,54.9663569368792,45.21787888497277,78.26513937840434,NORMALIZED_TITLE_PATTERN
TED,dodavka it infrastruktury a licenci pro zvyseni kyberneticke bezpecnosti,11,6,2,60.0,18.181818181818183,76.2976610060878,89.35437359820571,36.222364626722204,94.65716116629285,78.20890740147388,NORMALIZED_TITLE_PATTERN
TED,rekryteringssystem,18,2,2,60.0,72.22222222222221,89.19416853572572,48.470041653316244,88.56135853892984,94.65716116629285,78.18679910285164,NORMALIZED_TITLE_PATTERN
TED,sukcesivna dobava zivil,48,8,2,20.0,37.5,97.33258570970843,93.26337712271707,63.280999679589875,45.21787888497277,78.1560397308555,NORMALIZED_TITLE_PATTERN
TenderNed,eindejaarsgeschenken,35,25,1,20.0,31.428571428571427,95.92278115988465,98.81448253764819,55.50304389618712,45.21787888497277,78.15395706504324,NORMALIZED_TITLE_PATTERN
Quebec,services professionnels en communication,13,5,1,82.0,7.6923076923076925,82.15315603973086,84.9887856456264,26.281640499839792,99.14290291573214,78.14194168535725,NORMALIZED_TITLE_PATTERN
TenderNed,meubilair,53,47,1,20.0,26.41509433962264,97.64498558154438,99.59147709067607,50.24831784684396,45.21787888497277,78.06296058955462,NORMALIZED_TITLE_PATTERN
TED,sahkoenergian hankinta,297,33,2,20.0,22.895622895622896,99.77571291252804,99.26305671259212,46.827939762896506,45.21787888497277,78.05639218199295,NORMALIZED_TITLE_PATTERN
Quebec,contrat de services,9,6,1,82.0,22.22222222222222,67.00576738224927,89.35437359820571,45.85869913489266,99.14290291573214,78.03973085549502,NORMALIZED_TITLE_PATTERN
TenderNed,accountantsdiensten,147,132,1,20.0,21.768707482993197,99.3992310157001,99.95193848125601,45.81063761614867,45.21787888497277,77.98734380006407,NORMALIZED_TITLE_PATTERN
TED,aquisicao de apolices de seguro,21,6,2,20.0,52.38095238095239,91.49311118231336,89.35437359820571,80.22268503684717,45.21787888497277,77.94216597244473,NORMALIZED_TITLE_PATTERN
Germany,personalmanagementsystem,9,5,1,74.0,33.33333333333333,67.00576738224927,84.9887856456264,55.91156680551106,97.34059596283242,77.90595962832424,NORMALIZED_TITLE_PATTERN
TED,swiadczenie us ug w zakresie publicznego transportu zbiorowego,133,15,2,20.0,25.563909774436087,99.31111823133611,97.4927907721884,49.967958987504005,45.21787888497277,77.88833707145145,NORMALIZED_TITLE_PATTERN
TED,og oszenie o zamiarze bezposredniego zawarcia umowy o swiadczenie us ug w zakresie publicznego transportu zbiorowego,119,4,2,20.0,58.82352941176471,99.19897468760013,80.33482858058315,82.23325857097085,45.21787888497277,77.86975328420378,NORMALIZED_TITLE_PATTERN
TED,aquisicao de manuais digitais bens e servicos conexos,30,3,1,60.0,16.666666666666664,94.88144825376482,71.73181672540852,32.22524831784684,94.65716116629285,77.85773790451779,NORMALIZED_TITLE_PATTERN
TED,electricity,63,15,3,20.0,26.984126984126984,98.21371355334828,97.4927907721884,50.56872797180391,45.21787888497277,77.65523870554308,NORMALIZED_TITLE_PATTERN
TED,sukcesivne nabave konvencionalnih in ekoloskih zivil,47,12,2,20.0,29.78723404255319,97.23646267222044,96.49150913168856,54.189362383851325,45.21787888497277,77.64098045498237,NORMALIZED_TITLE_PATTERN
TED,dostawa energii elektrycznej,125,26,2,20.0,21.6,99.27106696571612,98.86254405639218,45.73854533803268,45.21787888497277,77.61054149311117,NORMALIZED_TITLE_PATTERN
Quebec,acquisition de licences,8,4,1,74.0,50.0,59.61230374879847,80.33482858058315,76.63409163729574,97.34059596283242,77.60733739186159,NORMALIZED_TITLE_PATTERN
TenderNed,soortenmanagementplan,31,22,1,20.0,29.03225806451613,95.11374559436078,98.52611342518423,53.941044537007365,45.21787888497277,77.57481576417814,NORMALIZED_TITLE_PATTERN
TenderNed,financieel systeem,8,6,1,60.0,37.5,59.61230374879847,89.35437359820571,63.280999679589875,94.65716116629285,77.53268183274591,NORMALIZED_TITLE_PATTERN
TenderNed,postdiensten,17,10,1,20.0,41.17647058823529,88.08074335148991,95.34604293495674,72.72508811278436,45.21787888497277,77.51634091637295,NORMALIZED_TITLE_PATTERN
Quebec,achat d equipements informatiques,8,3,1,74.0,87.5,59.61230374879847,71.73181672540852,92.06183915411728,97.34059596283242,77.49487343800064,NORMALIZED_TITLE_PATTERN
TED,revisionstjanster,95,16,2,20.0,24.210526315789473,98.95866709388017,97.72508811278436,47.55687279718039,45.21787888497277,77.46651714194168,NORMALIZED_TITLE_PATTERN
Germany,patientenmonitoring,9,6,1,70.0,22.22222222222222,67.00576738224927,89.35437359820571,45.85869913489266,96.66773470041653,77.44569048381928,NORMALIZED_TITLE_PATTERN
TED,servizi assicurativi,56,5,2,20.0,42.857142857142854,97.87728292214034,84.9887856456264,73.21371355334828,45.21787888497277,77.4263056712592,NORMALIZED_TITLE_PATTERN
Quebec,licences adobe,10,8,1,74.0,10.0,72.31656520346043,93.26337712271707,27.090676065363667,97.34059596283242,77.37023389939121,NORMALIZED_TITLE_PATTERN
TED,cleaning services,21,6,4,20.0,47.61904761904761,91.49311118231336,89.35437359820571,76.51393784043576,45.21787888497277,77.3487664210189,NORMALIZED_TITLE_PATTERN
Quebec,services informatiques,10,7,1,82.0,10.0,72.31656520346043,91.72540852290932,27.090676065363667,99.14290291573214,77.34139698814482,NORMALIZED_TITLE_PATTERN
TenderNed,wmo hulpmiddelen,24,23,1,20.0,33.33333333333333,92.91092598526114,98.63024671579622,55.91156680551106,45.21787888497277,77.26049343159244,NORMALIZED_TITLE_PATTERN
TED,"jaen # cbam am # #",11,10,1,20.0,100.0,76.2976610060878,95.34604293495674,92.99102851650112,45.21787888497277,77.223966677347,NORMALIZED_TITLE_PATTERN
TED,furnizare alimente,51,13,2,20.0,25.49019607843137,97.54085229093239,96.94809355975649,49.95193848125601,45.21787888497277,77.19128484460107,NORMALIZED_TITLE_PATTERN
TED,furnizare energie electrica,62,23,2,20.0,20.967741935483872,98.18968279397629,98.63024671579622,45.33803268183274,45.21787888497277,77.15235501441845,NORMALIZED_TITLE_PATTERN
TenderNed,raamovereenkomst ingenieursdiensten,18,14,1,20.0,38.88888888888889,89.19416853572572,97.26850368471644,64.74687600128163,45.21787888497277,77.15059275873116,NORMALIZED_TITLE_PATTERN
Germany,aktive netzwerktechnik,10,4,1,44.5,30.0,72.31656520346043,80.33482858058315,54.229413649471326,94.41685357257289,77.13216917654597,NORMALIZED_TITLE_PATTERN
TenderNed,schoonmaakdienstverlening,45,32,1,20.0,22.22222222222222,97.10028836911246,99.20698494072413,45.85869913489266,45.21787888497277,77.08186478692726,NORMALIZED_TITLE_PATTERN
Germany,neubau studierendenwohnheim kunzelsau,13,2,1,70.0,84.61538461538461,82.15315603973086,48.470041653316244,91.66132649791734,96.66773470041653,77.05302787568087,NORMALIZED_TITLE_PATTERN
TenderNed,inhuur personeel,22,21,1,20.0,31.818181818181817,92.10990067286127,98.41396988144825,55.6312079461711,45.21787888497277,76.91044537007369,NORMALIZED_TITLE_PATTERN
Quebec,acquisition de licences adobe,10,7,1,74.0,10.0,72.31656520346043,91.72540852290932,27.090676065363667,97.34059596283242,76.90884331944889,NORMALIZED_TITLE_PATTERN
TED,aquisicao de servicos de seguros,41,12,2,20.0,26.82926829268293,96.74783723165652,96.49150913168856,50.528676706183916,45.21787888497277,76.9086831143864,NORMALIZED_TITLE_PATTERN
TED,bibliotekssystem,17,2,2,60.0,58.82352941176471,88.08074335148991,48.470041653316244,82.23325857097085,94.65716116629285,76.84027555270747,NORMALIZED_TITLE_PATTERN
TenderNed,communicatieadviseur,8,7,1,82.0,25.0,59.61230374879847,91.72540852290932,47.652995834668374,99.14290291573214,76.82008971483499,NORMALIZED_TITLE_PATTERN
TenderNed,das kantinemeubilair,12,12,1,20.0,58.333333333333336,79.55783402755527,96.49150913168856,82.11310477411085,45.21787888497277,76.80519064402434,NORMALIZED_TITLE_PATTERN
United Kingdom,market research,7,4,1,70.0,85.71428571428571,49.43127202819609,80.33482858058315,91.71739826978532,96.66773470041653,76.8048702338994,NORMALIZED_TITLE_PATTERN
TenderNed,raadsinformatiesysteem,7,7,1,60.0,42.857142857142854,49.43127202819609,91.72540852290932,73.21371355334828,94.65716116629285,76.77891701377763,NORMALIZED_TITLE_PATTERN
TED,stadtjanster,41,8,3,20.0,31.70731707317073,96.74783723165652,93.26337712271707,55.607177186799106,45.21787888497277,76.7528035885934,NORMALIZED_TITLE_PATTERN
Quebec,renouvellement de licences adobe,7,5,1,74.0,57.14285714285714,49.43127202819609,84.9887856456264,81.17590515860302,97.34059596283242,76.675905158603,NORMALIZED_TITLE_PATTERN
TenderNed,verhuisdiensten,32,22,1,20.0,25.0,95.35405318808074,98.52611342518423,47.652995834668374,45.21787888497277,76.6408202499199,NORMALIZED_TITLE_PATTERN
TED,"contrato de servicio contr # #",30,9,2,20.0,33.33333333333333,94.88144825376482,94.46491509131688,55.91156680551106,45.21787888497277,76.60205062479974,NORMALIZED_TITLE_PATTERN
