Discovery_Type,Label,Warehouse_Source,Volume,Unique_Buyers,Countries,Recent_12m_Share_Pct,Lean_Fit,Open_World_Score
TITLE_PATTERN,# dbr laboraru hun ren szbk,TED,12,3,1,50.0,20.0,68.50064082024991
TITLE_PATTERN,transport i zagospodarowanie odpadow komunalnych,TED,12,3,2,50.0,20.0,68.50064082024991
TITLE_PATTERN,rahmenvereinbarung microsoft handelspartner,Germany,7,5,1,14.285714285714285,74.0,68.49647548862544
TITLE_PATTERN,dostawy materia ow opatrunkowych,TED,13,5,2,23.076923076923077,20.0,68.49247036206343
TITLE_PATTERN,arbeitsmedizinische betreuung,Germany,30,7,1,50.0,15.0,68.48766421018904
TITLE_PATTERN,remplacement du systeme d intercommunication,Quebec,8,6,1,0.0,82.0,68.48429990387696
TITLE_PATTERN,dodavka zemniho plynu v ramci sdruzenych sluzeb dodavky zemniho plynu na rok #,TED,25,24,1,0.0,20.0,68.47324575456584
TITLE_PATTERN,# # biler,TED,6,6,2,33.33333333333333,74.0,68.45946811919256
TITLE_PATTERN,neubau eines freizeit sport und kommunikationszentrums am walperloh in # schmalkalden,Germany,20,1,1,65.0,82.0,68.44184556231977
TITLE_PATTERN,aufzugsanlagen,Germany,69,32,1,31.88405797101449,15.0,68.44056392181993
TITLE_PATTERN,trockenbau,Germany,101,36,1,29.7029702970297,15.0,68.43479653957066
TITLE_PATTERN,het leveren van bedrijfswagens,TenderNed,8,5,1,75.0,20.0,68.431912848446
TITLE_PATTERN,og oszenie o zamiarze bezposredniego zawarcia umowy na swiadczenie us ug w zakresie publicznego transportu zbiorowego,TED,36,2,2,75.0,20.0,68.42230054469721
TITLE_PATTERN,wykonywanie us ug z zakresu gospodarki lesnej na terenie nadlesnictwa osie w roku #,TED,13,4,2,30.76923076923077,20.0,68.3984299903877
TITLE_PATTERN,rohbauarbeiten,Germany,445,124,1,27.640449438202246,15.0,68.39266260813842
TITLE_PATTERN,dostawa artyku ow promocyjnych,TED,15,3,2,40.0,20.0,68.38465235501441
TITLE_PATTERN,connect to work,United Kingdom,16,13,1,56.25,15.0,68.37375841076577
TITLE_PATTERN,trockenbauarbeiten,Germany,894,215,1,27.181208053691275,15.0,68.33803268183274
TITLE_PATTERN,personenbeforderung mit omnibussen nach dem pbefg mvv regionalbuslinie x #,Germany,13,10,1,92.3076923076923,15.0,68.33018263377123
CATEGORY_COHORT,Other :: UNKNOWN,Quebec,134714,1765,1,24.664103211247532,15.0,68.32166666666667
TITLE_PATTERN,abbrucharbeiten,Germany,282,58,1,28.01418439716312,15.0,68.31239987183595
TITLE_PATTERN,av middelen,TenderNed,13,10,1,7.6923076923076925,20.0,68.3071131047741
TITLE_PATTERN,inhuur flexibele arbeidskrachten,TenderNed,13,10,1,7.6923076923076925,20.0,68.3071131047741
TITLE_PATTERN,tolktjanster,TED,16,6,2,12.5,20.0,68.30390900352451
TITLE_PATTERN,dostawa energii elektrycznej dla potrzeb podmiotow nalezacych do grupy zakupowej w okresie # # # r # # # r,TED,16,6,2,12.5,20.0,68.30390900352451
TITLE_PATTERN,luftungsarbeiten,Germany,70,25,1,31.428571428571427,15.0,68.29798141621275
TITLE_PATTERN,dynamicky nakupni system pro projektove prace a inzenyrskou cinnost,TED,26,2,2,88.46153846153845,20.0,68.29173341877603
TITLE_PATTERN,heizungsinstallation,Germany,80,36,1,28.749999999999996,15.0,68.28933034283882
TITLE_PATTERN,reactivi si consumabile de laborator,TED,16,5,2,18.75,20.0,68.28356296058955
TITLE_PATTERN,sportgerate,Germany,24,8,1,45.83333333333333,15.0,68.26946491509132
TITLE_PATTERN,erdarbeiten,Germany,89,30,1,29.213483146067414,15.0,68.26497917334187
TITLE_PATTERN,glas und rahmenreinigung,Germany,33,12,1,39.39393939393939,15.0,68.24623518103172
TITLE_PATTERN,arbo dienstverlening,TenderNed,9,9,1,33.33333333333333,20.0,68.23934636334508
TITLE_PATTERN,tiefbauarbeiten,Germany,164,19,1,29.878048780487802,15.0,68.23101570009612
TITLE_PATTERN,bodenbelagsarbeiten,Germany,494,127,1,26.31578947368421,15.0,68.22412688240948
TITLE_PATTERN,servicii de spalatorie si curatatorie uscata,TED,17,6,2,5.88235294117647,20.0,68.22124319128484
TITLE_PATTERN,baulogistik,Germany,18,12,1,50.0,15.0,68.21131047741109
TITLE_PATTERN,malerarbeiten,Germany,573,117,1,25.654450261780106,15.0,68.20201858378725
TITLE_PATTERN,dachabdichtungsarbeiten,Germany,207,78,1,27.053140096618357,15.0,68.18279397628964
TITLE_PATTERN,landschaftsbauarbeiten,Germany,349,61,1,26.64756446991404,15.0,68.16292854854213
TITLE_PATTERN,elektroinstallation,Germany,318,93,1,25.471698113207548,15.0,68.143864146107
TITLE_PATTERN,electrical energy,TED,11,3,3,54.54545454545454,20.0,68.14033963473246
TITLE_PATTERN,tischlerarbeiten,Germany,307,47,1,26.710097719869708,15.0,68.14001922460749
TITLE_PATTERN,photovoltaikanlage,Germany,79,26,1,29.11392405063291,15.0,68.13729573854533
TITLE_PATTERN,# cpv # #,TED,10,3,3,70.0,20.0,68.13409163729574
TITLE_PATTERN,postdienstleistungen,Germany,60,34,1,30.0,15.0,68.13264979173341
TITLE_PATTERN,zimmererarbeiten,Germany,161,40,1,27.32919254658385,15.0,68.11086190323614
TITLE_PATTERN,au enanlagen,Germany,166,55,1,27.10843373493976,15.0,68.10124959948735
TITLE_PATTERN,raumlufttechnische anlagen,Germany,189,64,1,26.455026455026452,15.0,68.09420057673823
TITLE_PATTERN,bkp # elektroanlagen,TED,20,4,2,20.0,20.0,68.09243832105095
TITLE_PATTERN,nettoyage des batiments communaux,France,43,39,1,32.55813953488372,15.0,68.08506888817686
TITLE_PATTERN,brandmeldeanlage,Germany,78,23,1,29.48717948717949,15.0,68.0847484780519
TITLE_PATTERN,tragwerksplanung,Germany,98,53,1,28.57142857142857,15.0,68.08234540211471
TITLE_PATTERN,s # semmering schnellstra e tunnelkette semmering tunnel grasberg tunnel eselstein tunnel semmering tunnel steinhaus tunnel spital ganzsteintunnel sanierung bus aet und stahlbau,TED,7,7,1,100.0,20.0,68.07785966036526
TITLE_PATTERN,privacy officer,TenderNed,7,7,1,100.0,20.0,68.07785966036526
CATEGORY_COHORT,Other :: Community health services,United Kingdom,924,207,1,27.92207792207792,15.0,68.07333333333334
TITLE_PATTERN,lieferung von erdgas,Germany,27,20,1,37.03703703703704,15.0,68.07241268824095
TITLE_PATTERN,echipamente it,TED,15,6,3,13.333333333333334,20.0,68.0655238705543
TITLE_PATTERN,lieferung eines loschgruppenfahrzeuges lf # nach din # #,Germany,14,11,1,64.28571428571429,15.0,68.06264017942968
TITLE_PATTERN,fourniture et livraison de denrees alimentaires,France,45,40,1,31.11111111111111,15.0,68.05575136174302
TITLE_PATTERN,travaux de voirie #,France,27,19,1,37.03703703703704,15.0,68.04357577699454
TITLE_PATTERN,# hochwassergasse #,TED,22,22,1,0.0,20.0,68.04309516180712
TITLE_PATTERN,assurances,France,52,47,1,28.846153846153843,15.0,68.02995834668376
TITLE_PATTERN,luftungsinstallation,Germany,55,23,1,30.909090909090907,15.0,68.01201537968599
TITLE_PATTERN,maler und lackierarbeiten,Germany,158,48,1,26.582278481012654,15.0,68.01137455943608
TITLE_PATTERN,sicherheitsdienstleistungen,Germany,46,26,1,32.608695652173914,15.0,67.98910605575136
TITLE_PATTERN,fourniture et acheminement d electricite,France,40,38,1,32.5,15.0,67.97661006087792
TITLE_PATTERN,odbior transport i zagospodarowanie odpadow o kodzie # # #,TED,25,3,1,24.0,20.0,67.97244472925344
TITLE_PATTERN,marche de service d assurances,France,39,37,1,33.33333333333333,15.0,67.97164370394104
TITLE_PATTERN,projectleider gebiedsontwikkeling,TenderNed,9,4,1,55.55555555555556,20.0,67.9567446331304
TITLE_PATTERN,digiborden,TenderNed,8,5,1,62.5,20.0,67.95642422300544
TITLE_PATTERN,sanitararbeiten,Germany,165,45,1,25.454545454545453,15.0,67.95033643063121
TITLE_PATTERN,nettoyage des locaux,France,41,33,1,31.70731707317073,15.0,67.94456904838192
TITLE_PATTERN,bg # sfpr # # # #,TED,27,3,2,22.22222222222222,20.0,67.92374239025952
TITLE_PATTERN,baustrom,Germany,21,8,1,47.61904761904761,15.0,67.91332906119833
TITLE_PATTERN,# neuwaldegger stra e # #,TED,12,12,1,8.333333333333332,20.0,67.90676065363665
TITLE_PATTERN,marches d assurances,France,26,23,1,34.61538461538461,15.0,67.9024351169497
TITLE_PATTERN,fire risk assessments,United Kingdom,15,14,1,53.333333333333336,15.0,67.90211470682473
TITLE_PATTERN,illegalis hulladek elszallitasa #,TED,12,3,2,41.66666666666667,20.0,67.89570650432553
TITLE_PATTERN,marche de services d assurance,France,92,89,1,26.08695652173913,15.0,67.89506568407562
TITLE_PATTERN,schreinerarbeiten innenturen,Germany,34,12,1,35.294117647058826,15.0,67.89394424863825
TITLE_PATTERN,byggmaterial,TED,11,4,2,36.36363636363637,20.0,67.87984620314002
TITLE_PATTERN,elarbeten,TED,11,4,2,36.36363636363637,20.0,67.87984620314002
TITLE_PATTERN,putzarbeiten,Germany,120,27,1,27.500000000000004,15.0,67.87664210189043
TITLE_PATTERN,das meubilair schoolmeubilair primair onderwijs,TenderNed,7,7,1,85.71428571428571,20.0,67.87407882089073
TITLE_PATTERN,travaux de voirie,France,38,36,1,31.57894736842105,15.0,67.86702979814162
TITLE_PATTERN,legal services framework,United Kingdom,24,24,1,37.5,15.0,67.86030118551747
TITLE_PATTERN,dokumentenmanagementsystem,Germany,7,5,1,14.285714285714285,60.0,67.85245113745594
TITLE_PATTERN,meziresortni spolecny nakup kancelarskych potreb pro resorty mze a mk,TED,12,5,2,25.0,20.0,67.8407561678949
TITLE_PATTERN,servicii de transport aerian intern si international de pasageri,TED,12,5,2,25.0,20.0,67.8407561678949
TITLE_PATTERN,assurances collectives,Quebec,16,15,1,50.0,15.0,67.82201217558475
TITLE_PATTERN,fuel cards,United Kingdom,16,15,1,50.0,15.0,67.82201217558475
TITLE_PATTERN,forderanlagen,Germany,44,22,1,31.818181818181817,15.0,67.80903556552387
TITLE_PATTERN,services d assurance,France,24,22,1,37.5,15.0,67.80022428708747
TITLE_PATTERN,zimmer und holzbauarbeiten,Germany,122,34,1,25.40983606557377,15.0,67.78788849727651
TITLE_PATTERN,buromobel,Germany,24,8,1,41.66666666666667,15.0,67.75296379365588
TITLE_PATTERN,elaboration d un schema directeur immobilier et energetique multi enjeux,France,6,6,1,33.33333333333333,42.5,67.75008010253124
TITLE_PATTERN,beschilderung,Germany,44,9,1,36.36363636363637,15.0,67.72749118872156
TITLE_PATTERN,heizungsarbeiten,Germany,122,30,1,25.40983606557377,15.0,67.72300544697212
TITLE_PATTERN,fourniture de titres restaurant dematerialises,France,34,33,1,32.35294117647059,15.0,67.67958987504005
TITLE_PATTERN,sanitaranlagen,Germany,40,21,1,32.5,15.0,67.67862864466517
TITLE_PATTERN,services d assurances,France,54,52,1,27.77777777777778,15.0,67.66100608779237
TITLE_PATTERN,prestations d entretien des espaces verts,France,16,13,1,50.0,15.0,67.65860301185518
TITLE_PATTERN,sanitartechnik,Germany,51,20,1,29.411764705882355,15.0,67.6488305030439
TITLE_PATTERN,sanitartrennwande,Germany,33,9,1,39.39393939393939,15.0,67.63825696892023
TITLE_PATTERN,fourniture de carburants,France,36,32,1,30.555555555555557,15.0,67.63056712592117
TITLE_PATTERN,larplattform,TED,10,2,2,30.0,60.0,67.63040692085869
TITLE_PATTERN,marche d assurances,France,61,58,1,26.229508196721312,15.0,67.62447933354693
TITLE_PATTERN,# trockenbauarbeiten,Germany,48,16,1,31.25,15.0,67.61246395386094
TITLE_PATTERN,dacharbeiten,Germany,77,26,1,27.27272727272727,15.0,67.5847484780519
TITLE_PATTERN,reprografische dienstverlening,TenderNed,6,5,1,33.33333333333333,82.0,67.5823454021147
TITLE_PATTERN,najam vozila,TED,14,3,2,35.714285714285715,20.0,67.56712592117911
TITLE_PATTERN,office furniture,Canada federal,23,14,1,39.130434782608695,15.0,67.55014418455623
TITLE_PATTERN,elektrotechnik,Germany,139,43,1,24.46043165467626,15.0,67.5248317846844
TITLE_PATTERN,bauhauptarbeiten,Germany,22,7,1,45.45454545454545,15.0,67.52034604293496
TITLE_PATTERN,metallbau und schlosserarbeiten,Germany,40,9,1,35.0,15.0,67.51025312399872
TITLE_PATTERN,schadlingsbekampfung,Germany,23,7,1,43.47826086956522,15.0,67.50208266581224
TITLE_PATTERN,metallbauarbeiten,Germany,388,84,1,21.90721649484536,15.0,67.50096123037488
TITLE_PATTERN,blitzschutz,Germany,50,13,1,32.0,15.0,67.49150913168856
TITLE_PATTERN,durchflusszytometer,Germany,21,6,1,57.14285714285714,15.0,67.48654277475168
TITLE_PATTERN,objektplanung verkehrsanlagen,Germany,21,6,1,57.14285714285714,15.0,67.48654277475168
TITLE_PATTERN,prestations de traiteur,France,22,22,1,36.36363636363637,15.0,67.47276513937841
CATEGORY_COHORT,Other :: Construction work.,Ireland,1477,375,1,25.59241706161137,15.0,67.45666666666666
TITLE_PATTERN,# kv # #,TED,23,3,2,21.73913043478261,20.0,67.44697212431912
TITLE_PATTERN,elektroinstallationsarbeiten,Germany,153,38,1,23.52941176470588,15.0,67.44088433194489
TITLE_PATTERN,catering services,United Kingdom,22,21,1,36.36363636363637,15.0,67.4391220762576
TITLE_PATTERN,innenputzarbeiten,Germany,114,44,1,23.684210526315788,15.0,67.43784043575776
TITLE_PATTERN,aquisicao de servicos de higiene e limpeza,TED,19,3,2,26.31578947368421,20.0,67.43687920538288
TITLE_PATTERN,arkitekttjanster,TED,19,3,2,26.31578947368421,20.0,67.43687920538288
TITLE_PATTERN,tarnybiniu kelioniu organizavimo paslaugos,TED,19,3,2,26.31578947368421,20.0,67.43687920538288
TITLE_PATTERN,skadedjurssanering,TED,14,4,2,21.428571428571427,20.0,67.43479653957066
TITLE_PATTERN,dobava vodovodnega materiala,TED,14,4,2,21.428571428571427,20.0,67.43479653957066
TITLE_PATTERN,schoonmaakdiensten,TenderNed,9,7,1,33.33333333333333,20.0,67.4174943928228
CATEGORY_COHORT,Other :: Ambulance services,United Kingdom,83,57,1,45.78313253012048,15.0,67.41333333333334
TITLE_PATTERN,verlangerung der wartung von oracle lizenzen fur # jahr #,TED,8,2,1,50.0,60.0,67.40387696251202
TITLE_PATTERN,dostawa wyrobow z w okniny lub folii,TED,21,3,2,23.809523809523807,20.0,67.39939122076257
TITLE_PATTERN,furnizare reactivi de laborator,TED,21,3,2,23.809523809523807,20.0,67.39939122076257
TITLE_PATTERN,rioolreiniging en inspectie,TenderNed,12,7,1,16.666666666666664,20.0,67.39330342838834
TITLE_PATTERN,architektenleistungen nach teil # abschnitt # hoai,Germany,110,17,1,26.36363636363636,15.0,67.39106055751361
TITLE_PATTERN,us ugi w zakresie publicznego transportu drogowego,TED,11,3,2,45.45454545454545,20.0,67.38673502082665
TITLE_PATTERN,framework agreement for electrician services,TED,11,3,2,45.45454545454545,20.0,67.38673502082665
TITLE_PATTERN,temporary employment services,TED,11,3,2,45.45454545454545,20.0,67.38673502082665
CATEGORY_COHORT,Other :: Hospital services,United Kingdom,160,61,1,34.375,15.0,67.36833333333333
TITLE_PATTERN,dostawa czesci zamiennych do pojazdow ko owych,TED,8,2,2,50.0,47.0,67.36735020826657
TITLE_PATTERN,unterhalts und glasreinigung,Germany,37,22,1,29.72972972972973,15.0,67.35950016020506
TITLE_PATTERN,parkettarbeiten,Germany,79,21,1,25.31645569620253,15.0,67.35165011214353
TITLE_PATTERN,schreinerarbeiten,Germany,131,28,1,24.427480916030532,15.0,67.35052867670618
TITLE_PATTERN,dostawy produktow mleczarskich,TED,13,3,2,38.46153846153847,20.0,67.34139698814482
TITLE_PATTERN,furnizare instalare si punere in functiune echipamente medicale,TED,13,3,2,38.46153846153847,20.0,67.34139698814482
TITLE_PATTERN,gsm umts,TED,11,5,2,27.27272727272727,20.0,67.33819288689521
TITLE_PATTERN,udzielenie kredytu d ugoterminowego w kwocie # # # # z,TED,11,5,2,27.27272727272727,20.0,67.33819288689521
TITLE_PATTERN,sukcesywna dostawa odczynnikow,TED,18,3,2,27.77777777777778,20.0,67.3351489907081
TITLE_PATTERN,elelmiszerek beszerzese #,TED,18,3,2,27.77777777777778,20.0,67.3351489907081
TITLE_PATTERN,fliesen und plattenarbeiten,Germany,183,47,1,21.85792349726776,15.0,67.33258570970843
TITLE_PATTERN,bg rrp # # #,TED,90,2,2,50.0,20.0,67.3231336110221
TITLE_PATTERN,electricity supply,TED,16,3,3,31.25,20.0,67.29141300865108
TITLE_PATTERN,echipamente medicale #,TED,20,4,2,15.0,20.0,67.28500480615187
TITLE_PATTERN,# wickhoffgasse # hufeisenhof,TED,20,14,2,0.0,20.0,67.26930471002883
CATEGORY_COHORT,Other :: Education and training services.,Ireland,352,119,1,27.84090909090909,15.0,67.26833333333333
TITLE_PATTERN,innenturen,Germany,139,49,1,21.58273381294964,15.0,67.26065363665492
TITLE_PATTERN,miniwettbewerb aus rahmenvertrag as # los # rolle senior projektmanager,Germany,16,1,1,100.0,60.0,67.25985261134252
TITLE_PATTERN,aufzugsanlage,Germany,88,32,1,23.863636363636363,15.0,67.25648830503044
TITLE_PATTERN,fourniture et livraison de repas en liaison froide,France,46,43,1,26.08695652173913,15.0,67.25344440884332
TITLE_PATTERN,cleaning services,United Kingdom,47,41,1,25.53191489361702,15.0,67.25008010253124
TITLE_PATTERN,fourniture de denrees alimentaires,France,101,82,1,21.782178217821784,15.0,67.24831784684396
TITLE_PATTERN,ingenieurleistungen nach teil # abschnitt # hoai,Germany,171,23,1,23.391812865497073,15.0,67.24014738865748
TITLE_PATTERN,schulerbeforderung,Germany,48,28,1,27.083333333333332,15.0,67.23486062159564
CATEGORY_COHORT,Other :: Medical practice services,United Kingdom,90,43,1,53.333333333333336,15.0,67.21333333333332
TITLE_PATTERN,# bg # ffpr # # # # # #,TED,23,2,2,69.56521739130434,20.0,67.2111502723486
TITLE_PATTERN,service d entretien menager,Quebec,20,16,1,40.0,15.0,67.18455623197693
TITLE_PATTERN,aquisicao por lotes do fornecimento de energia eletrica em mt bte btn e ip,TED,17,4,1,17.647058823529413,20.0,67.15331624479333
TITLE_PATTERN,prestations de services d assurance,France,89,81,1,21.34831460674157,15.0,67.13697532842038
TITLE_PATTERN,medicinines irangos pirkimas,TED,19,4,2,15.789473684210526,20.0,67.13024671579622
TITLE_PATTERN,dachabdichtung,Germany,64,33,1,25.0,15.0,67.12848446010894
TITLE_PATTERN,prestation de services d assurances,France,79,74,1,21.518987341772153,15.0,67.09708426786285
TITLE_PATTERN,fourniture et acheminement d electricite et services associes,France,79,70,1,21.518987341772153,15.0,67.09227811598846
TITLE_PATTERN,abruf aus itpmpe # fur organisatorische administrative it unterstutzung einer applikation,TED,22,10,1,0.0,20.0,67.08907401473887
CATEGORY_COHORT,Other :: Financial consultancy services.,Ireland,337,67,1,29.673590504451035,15.0,67.075
TITLE_PATTERN,erweiterter rohbau,Germany,42,21,1,28.57142857142857,15.0,67.06824735661647
TITLE_PATTERN,services professionnels en ingenierie,Quebec,122,22,1,22.950819672131146,15.0,67.06760653636655
TITLE_PATTERN,das tablets,TenderNed,10,10,1,20.0,20.0,67.05430951618071
CATEGORY_COHORT,"Other :: Architectural, construction, engineering and inspection services.",Ireland,648,183,1,26.543209876543212,15.0,67.03666666666668
TITLE_PATTERN,gepjarmuvek beszerzese,TED,10,4,1,40.0,20.0,67.03412367830823
TITLE_PATTERN,restauration collective,France,37,35,1,27.027027027027028,15.0,67.03396347324575
TITLE_PATTERN,schadstoffsanierung,Germany,54,15,1,27.77777777777778,15.0,67.00977250881128
TITLE_PATTERN,hilfeleistungs loschgruppenfahrzeug hlf #,Germany,28,21,1,32.142857142857146,15.0,67.00048061518744
CATEGORY_COHORT,"Other :: Architectural, construction, engineering and inspection services",United Kingdom,423,212,1,26.004728132387704,15.0,66.985
TITLE_PATTERN,generator hire,United Kingdom,23,4,1,100.0,15.0,66.97628965075297
TITLE_PATTERN,stromlieferung,Germany,21,12,1,38.095238095238095,15.0,66.95033643063121
TITLE_PATTERN,dostawa artyku ow biurowych,TED,15,3,2,33.33333333333333,20.0,66.94408843319448
TITLE_PATTERN,dostawy produktow leczniczych stosowanych w chemioterapii,TED,15,3,2,33.33333333333333,20.0,66.94408843319448
TITLE_PATTERN,endoskopy,TED,6,3,3,50.0,82.0,66.92085869913488
TITLE_PATTERN,brandschutzturen,Germany,28,5,1,53.57142857142857,15.0,66.91140660044857
TITLE_PATTERN,fourniture de materiels electriques,France,20,19,1,35.0,15.0,66.89506568407562
TITLE_PATTERN,marche d entretien des espaces verts,France,15,11,1,46.666666666666664,15.0,66.8936238385133
TITLE_PATTERN,ramavtal arkitekttjanster,TED,16,4,2,18.75,20.0,66.88737584107658
TITLE_PATTERN,bkp # baumeisterarbeiten,TED,16,4,2,18.75,20.0,66.88737584107658
TITLE_PATTERN,electric energy,TED,18,4,2,16.666666666666664,20.0,66.86702979814162
TITLE_PATTERN,dazadu laboratorijas reagentu kimisko reaktivu un vielu iegade # karta,TED,32,2,2,53.125,20.0,66.84924703620634
TITLE_PATTERN,los # trockenbauarbeiten,Germany,34,12,1,32.35294117647059,15.0,66.84812560076898
TITLE_PATTERN,bouwkundig onderhoud,TenderNed,8,8,1,37.5,20.0,66.83995514258251
TITLE_PATTERN,entretien menager,Quebec,42,20,1,26.190476190476193,15.0,66.82521627683434
CATEGORY_COHORT,Other :: Rehabilitation services,United Kingdom,214,83,1,29.906542056074763,15.0,66.82166666666666
TITLE_PATTERN,sonnenschutz,Germany,36,12,1,30.555555555555557,15.0,66.8159243832105
TITLE_PATTERN,fensterarbeiten,Germany,59,14,1,25.423728813559322,15.0,66.81480294777315
TITLE_PATTERN,fenster und au enturen,Germany,39,17,1,28.205128205128204,15.0,66.81336110221083
TITLE_PATTERN,insurance services,United Kingdom,27,27,1,29.629629629629626,15.0,66.7968599807754
TITLE_PATTERN,sanitartechnische anlagen,Germany,29,16,1,31.03448275862069,15.0,66.78548542133932
TITLE_PATTERN,winterdienst,Germany,63,19,1,23.809523809523807,15.0,66.7568087151554
TITLE_PATTERN,vintervaghallning #,TED,15,5,2,13.333333333333334,20.0,66.75584748478052
TITLE_PATTERN,s # muhlviertler schnellstra e freistadt nord rainbach nord,TED,15,5,2,13.333333333333334,20.0,66.75584748478052
TITLE_PATTERN,dostawa produktow leczniczych # zadan,TED,15,5,2,13.333333333333334,20.0,66.75584748478052
TITLE_PATTERN,opskrba prirodnim plinom,TED,15,5,2,13.333333333333334,20.0,66.75584748478052
TITLE_PATTERN,unterhalts grund und glasreinigung,Germany,75,8,1,33.33333333333333,15.0,66.73886574815764
TITLE_PATTERN,fourniture de mobilier urbain,France,18,17,1,38.88888888888889,15.0,66.73229734059596
TITLE_PATTERN,spezialtiefbau,Germany,22,11,1,36.36363636363637,15.0,66.72781159884653
TITLE_PATTERN,bodenbeschichtungsarbeiten,Germany,25,5,1,56.00000000000001,15.0,66.7191605254726
TITLE_PATTERN,zakup energii elektrycznej na # r,TED,9,6,2,33.33333333333333,20.0,66.70618391541173
TITLE_PATTERN,objektplanung gebaeude,Germany,15,8,1,53.333333333333336,15.0,66.70057673822494
TITLE_PATTERN,upphandlingssystem,TED,8,3,2,12.5,60.0,66.69769304710029
TITLE_PATTERN,og oszenie o zamiarze przeprowadzenia postepowania o udzielenie zamowienia na swiadczenie us ug w zakresie publicznego transportu zbiorowego,TED,20,2,2,70.0,20.0,66.69705222685036
TITLE_PATTERN,sicherheitstechnik,Germany,8,3,1,12.5,48.5,66.69000320410125
TITLE_PATTERN,# malerarbeiten,Germany,26,8,1,38.46153846153847,15.0,66.68199295097725
TITLE_PATTERN,tarjouskilpailu reittipohjaisista joukkoliikennepalveluista # #,TED,19,3,2,21.052631578947366,20.0,66.66789490547902
TITLE_PATTERN,dostawa zywnosci,TED,19,3,2,21.052631578947366,20.0,66.66789490547902
TITLE_PATTERN,furnizare alimente si produse conexe,TED,19,3,2,21.052631578947366,20.0,66.66789490547902
TITLE_PATTERN,bg # ffpr # # #,TED,19,3,2,21.052631578947366,20.0,66.66789490547902
TITLE_PATTERN,gerustbau,Germany,38,10,1,31.57894736842105,15.0,66.66068567766742
TITLE_PATTERN,erp system,TED,14,2,2,7.142857142857142,60.0,66.65075296379365
TITLE_PATTERN,fourniture de produits d hygiene et d entretien,France,12,9,1,75.0,15.0,66.65027234860622
TITLE_PATTERN,mise a disposition de personnel interimaire,France,25,19,1,32.0,15.0,66.63120794617109
TITLE_PATTERN,trockenbauarbeiten,TED,9,9,2,22.22222222222222,20.0,66.63088753604613
TITLE_PATTERN,lieferung von elektrischer energie,Germany,26,17,1,30.76923076923077,15.0,66.54950336430632
TITLE_PATTERN,# # estricharbeiten,Germany,18,7,1,44.44444444444444,15.0,66.52899711630887
TITLE_PATTERN,prestations de nettoyage des locaux,France,14,11,1,50.0,15.0,66.51954501762256
TITLE_PATTERN,lijekovi,TED,13,6,3,7.6923076923076925,20.0,66.5096123037488
TITLE_PATTERN,recruitment,United Kingdom,12,7,1,100.0,15.0,66.50768984299904
TITLE_PATTERN,firewall,TED,6,5,4,33.33333333333333,60.0,66.50576738224927
TITLE_PATTERN,souscription de contrats d assurances,France,31,29,1,25.806451612903224,15.0,66.49487343800064
TITLE_PATTERN,# # # # kv,TED,8,5,3,50.0,20.0,66.49407241268824
TITLE_PATTERN,villamos energia beszerzese,TED,15,4,2,20.0,20.0,66.4823774431272
TITLE_PATTERN,dostawa materia ow do sterylizacji,TED,15,4,2,20.0,20.0,66.4823774431272
TITLE_PATTERN,foldgaz beszerzes # # gazevre,TED,12,7,2,8.333333333333332,20.0,66.47693047100289
TITLE_PATTERN,bodenbeschichtung,Germany,33,7,1,36.36363636363637,15.0,66.47548862544056
TITLE_PATTERN,acord cadru de furnizare diverse produse alimentare,TED,18,3,2,22.22222222222222,20.0,66.46747837231656
TITLE_PATTERN,fourniture de vegetaux,France,29,25,1,27.586206896551722,15.0,66.46507529637937
TITLE_PATTERN,bg # sfpr # # # # c #,TED,12,4,2,25.0,20.0,66.44456904838192
TITLE_PATTERN,lokalvardstjanster,TED,12,4,2,25.0,20.0,66.44456904838192
TITLE_PATTERN,elektricna energija opskrba,TED,12,4,2,25.0,20.0,66.44456904838192
TITLE_PATTERN,orvosi gazok beszerzese,TED,12,4,2,25.0,20.0,66.44456904838192
TITLE_PATTERN,contribution financiere,Quebec,149,3,1,90.60402684563759,15.0,66.40275552707466
TITLE_PATTERN,wiedereinstieg mit zukunft,TED,8,7,2,37.5,20.0,66.37856456264018
TITLE_PATTERN,accountantsdienstverlening,TenderNed,8,7,1,37.5,20.0,66.37856456264018
CATEGORY_COHORT,Other :: Medical specialist services,United Kingdom,108,47,1,39.81481481481482,15.0,66.375
TITLE_PATTERN,medicamente diverse #,TED,72,3,2,11.11111111111111,20.0,66.35309195770586
TITLE_PATTERN,arzneimittelvertrage mit beitrittsoption,Germany,27,4,1,62.96296296296296,15.0,66.3431592438321
TITLE_PATTERN,maitrise d oeuvre,France,14,14,1,42.857142857142854,15.0,66.33995514258251
TITLE_PATTERN,us uga transportu sanitarnego,TED,10,3,2,50.0,20.0,66.32826017302146
TITLE_PATTERN,okolju prijazne storitve ciscenja poslovnih prostorov,TED,10,3,2,50.0,20.0,66.32826017302146
TITLE_PATTERN,contrato de acuerdo marco de suministro contr # #,TED,18,2,1,72.22222222222221,20.0,66.32137135533482
TITLE_PATTERN,luftungsanlagen,Germany,37,22,1,24.324324324324326,15.0,66.30727330983659
TITLE_PATTERN,lizenzen,Germany,9,2,1,33.33333333333333,60.0,66.3063120794617
