Discovery_Type,Label,Warehouse_Source,Volume,Unique_Buyers,Countries,Recent_12m_Share_Pct,Lean_Fit,Open_World_Score
TITLE_TERM,tester,MULTI,179,74,15,42.45810055865922,29.56774193548387,86.27232423490489
TITLE_TERM,dual,MULTI,361,127,31,39.05817174515236,26.043227665706052,86.26320926385442
TITLE_TERM,fully,MULTI,224,107,15,36.160714285714285,32.61467889908257,86.26236559139787
TITLE_TERM,aruba,MULTI,194,73,12,35.56701030927835,42.98453608247423,86.26077750206784
TITLE_TERM,transfer,MULTI,462,205,30,34.63203463203463,27.315673289183223,86.26071133167906
TITLE_TERM,outils,MULTI,879,545,6,27.417519908987487,38.0873417721519,86.26006617038877
TITLE_TERM,operationnelle,MULTI,707,515,6,27.581329561527582,39.88,86.25975186104219
TITLE_TERM,reseller,MULTI,118,58,6,40.67796610169491,57.898305084745765,86.25776674937964
TITLE_TERM,clinic,MULTI,1226,118,18,32.78955954323002,30.76345840130506,86.25111662531017
TITLE_TERM,collaboration,MULTI,306,181,20,29.73856209150327,45.611486486486484,86.24565756823822
TITLE_TERM,helpdesk,MULTI,153,88,32,35.947712418300654,46.4485294117647,86.2335318444996
TITLE_TERM,student,MULTI,580,248,21,36.206896551724135,25.782758620689656,86.22936311000828
TITLE_TERM,portefeuille,MULTI,291,223,5,33.67697594501718,32.265957446808514,86.22180314309347
TITLE_TERM,nature,MULTI,648,333,24,36.111111111111114,25.11755233494364,86.20638544251447
TITLE_TERM,strategisch,MULTI,171,90,3,41.52046783625731,33.14754098360656,86.1993382961125
TITLE_TERM,ontwerp,MULTI,686,339,2,34.839650145772595,29.952662721893493,86.19584780810588
TITLE_TERM,robot,MULTI,2217,357,37,35.40820929183582,24.347241539174778,86.19513647642682
TITLE_TERM,gmbh,MULTI,3659,987,22,36.54003826182017,25.837387264279858,86.19116625310173
TITLE_TERM,transition,MULTI,703,393,31,31.0099573257468,28.883582089552238,86.187047146402
TITLE_PATTERN,microsoft licenties,TenderNed,18,17,1,22.22222222222222,60.0,86.18375520666453
TITLE_TERM,validation,MULTI,325,210,22,33.23076923076923,30.762376237623762,86.17693961952027
TITLE_TERM,continuite,MULTI,331,244,3,33.53474320241692,32.885802469135804,86.17631100082714
TITLE_TERM,area,MULTI,5844,872,44,38.50102669404517,22.85217240782413,86.17154673283704
TITLE_TERM,platforms,MULTI,131,74,19,38.93129770992366,43.492063492063494,86.16956162117452
TITLE_TERM,sale,MULTI,436,167,24,40.137614678899084,24.76605504587156,86.14267990074441
TITLE_TERM,openbare,MULTI,1509,562,2,32.40556660039761,30.71106941838649,86.13593052109181
TITLE_TERM,adaptation,MULTI,836,531,29,31.9377990430622,27.184986595174262,86.12795698924731
TITLE_TERM,workforce,MULTI,219,141,15,38.81278538812786,29.091324200913242,86.11953680727873
TITLE_TERM,einschlie,MULTI,765,262,3,37.12418300653595,27.605228758169936,86.11563275434244
TITLE_TERM,telephony,MULTI,211,137,14,40.28436018957346,29.578199052132703,86.11232423490488
TITLE_TERM,oplossing,MULTI,229,148,2,34.49781659388646,63.57037037037037,86.1088006617039
TITLE_TERM,government,MULTI,407,132,25,34.152334152334156,29.542997542997544,86.10339123242349
TITLE_TERM,lies,MULTI,599,433,6,32.3873121869783,28.68679245283019,86.10170388751035
TITLE_TERM,gate,MULTI,209,122,22,46.889952153110045,25.282178217821784,86.08845326716295
TITLE_TERM,role,MULTI,262,144,24,35.87786259541985,29.06614785992218,86.0821670802316
TITLE_TERM,form,MULTI,485,174,27,34.43298969072165,27.31887201735358,86.07103391232422
TITLE_TERM,centers,MULTI,110,62,20,45.45454545454545,41.55172413793103,86.06565756823821
TITLE_TERM,delta,MULTI,218,93,19,41.74311926605505,27.218274111675125,86.05523573200992
TITLE_TERM,offentlich,MULTI,285,185,2,32.98245614035088,60.24912280701754,86.04833746898264
TITLE_TERM,awareness,MULTI,215,132,26,33.95348837209303,35.196172248803826,86.03253928866832
TITLE_TERM,technique,MULTI,7632,3374,34,27.67295597484277,29.84731543624161,86.02772539288668
TITLE_TERM,self,MULTI,432,265,30,36.80555555555556,25.55424528301887,86.0152688172043
TITLE_TERM,vervanging,MULTI,878,427,2,30.637813211845103,37.334792122538296,86.01354838709678
TITLE_TERM,testing,MULTI,1853,770,43,41.93200215866163,22.321782178217823,86.01348221670803
TITLE_TERM,annuel,MULTI,880,388,3,27.386363636363637,43.061868686868685,86.00980976013234
TITLE_TERM,journal,MULTI,187,109,20,33.155080213903744,50.69832402234637,86.00587262200166
TITLE_TERM,pollution,MULTI,291,201,16,30.927835051546392,36.927536231884055,86.00266335814723
TITLE_TERM,vote,MULTI,113,89,3,44.24778761061947,40.299065420560744,86.00008271298594
TITLE_PATTERN,elder services,Canada federal,65,6,1,20.0,80.0,85.98093559756488
TITLE_TERM,individual,MULTI,732,174,31,38.797814207650276,24.389344262295083,85.97348221670802
TITLE_TERM,uitvoeren,MULTI,1146,358,2,31.849912739965095,32.67142857142857,85.97334987593052
TITLE_TERM,informatiques,MULTI,1666,1092,10,25.09003601440576,38.541504539559014,85.96832092638545
TITLE_TERM,opera,MULTI,2122,299,22,36.47502356267672,24.078598484848484,85.95998345740281
TITLE_TERM,operating,MULTI,261,158,25,42.52873563218391,25.19921875,85.95778329197684
TITLE_TERM,expertise,MULTI,1476,794,23,27.574525745257453,30.698016164584864,85.93928866832093
TITLE_TERM,unterstutzungsleistungen,MULTI,659,185,4,30.804248861911987,45.025796661608496,85.93601323407776
TITLE_TERM,local,MULTI,5007,1593,38,34.551627721190336,23.972840514600776,85.93161290322581
TITLE_TERM,technologie,MULTI,1094,367,18,27.879341864716636,32.470699432892246,85.92903225806452
TITLE_TERM,accompagnement,MULTI,5847,2415,11,26.85137677441423,30.946072263167355,85.92703060380481
TITLE_TERM,commvault,MULTI,116,52,14,40.51724137931034,61.13793103448276,85.92678246484698
TITLE_TERM,image,MULTI,321,211,25,29.28348909657321,42.17333333333333,85.92655086848634
TITLE_TERM,mini,MULTI,1687,580,48,30.409010077059868,27.20876288659794,85.92324234904882
TITLE_TERM,novembre,MULTI,360,146,8,39.166666666666664,26.102639296187682,85.91900744416876
TITLE_TERM,wartung,MULTI,5752,933,9,31.98887343532684,26.998259961719157,85.91182795698926
TITLE_TERM,atlassian,MULTI,363,130,29,28.925619834710744,64.02881844380403,85.91182795698924
TITLE_TERM,environnementales,MULTI,434,317,3,28.341013824884794,54.619897959183675,85.88926385442515
TITLE_TERM,stage,MULTI,917,259,30,39.040348964013084,23.545866364665912,85.8818858560794
TITLE_TERM,treasury,MULTI,155,83,13,39.354838709677416,33.42580645161291,85.87947063689
TITLE_TERM,simple,MULTI,247,130,18,39.27125506072875,27.149321266968325,85.86823821339951
TITLE_TERM,entreprise,MULTI,784,426,15,27.168367346938776,38.33444816053512,85.86560794044667
TITLE_TERM,dossiers,MULTI,564,392,11,27.4822695035461,40.92827868852459,85.8593217535153
TITLE_TERM,sonorisation,MULTI,508,357,5,29.52755905511811,34.43092783505155,85.85435897435897
TITLE_TERM,marine,MULTI,941,307,32,34.53772582359192,25.11886586695747,85.85200992555832
TITLE_TERM,promotion,MULTI,611,365,25,26.67757774140753,38.90373280943025,85.84858560794045
TITLE_TERM,automatisation,MULTI,232,167,6,30.17241379310345,74.79245283018868,85.84661703887511
TITLE_TERM,applicatie,MULTI,327,187,2,31.498470948012233,74.21917808219177,85.82383788254756
TITLE_PATTERN,dostawa serwera,TED,14,4,2,64.28571428571429,60.0,85.82377443127203
TITLE_TERM,safety,MULTI,1502,715,44,43.40878828229028,22.06364251861882,85.8151364764268
TITLE_TERM,logicielle,MULTI,339,244,3,28.613569321533923,75.58389261744966,85.81048800661705
TITLE_TERM,onderzoek,MULTI,516,246,2,29.45736434108527,70.45283018867924,85.8085194375517
TITLE_TERM,broker,MULTI,300,176,18,31.666666666666668,35.02047781569966,85.80797353184451
TITLE_TERM,grid,MULTI,267,98,36,34.45692883895131,31.62934362934363,85.80630272952854
TITLE_TERM,herstel,MULTI,268,138,2,38.43283582089552,32.07843137254902,85.78987593052109
TITLE_TERM,health,MULTI,5878,1155,51,38.02313712146989,22.75008547008547,85.78092638544253
TITLE_TERM,regional,MULTI,2634,690,46,31.093394077448746,26.127160968113714,85.7801488833747
TITLE_TERM,aufbau,MULTI,1778,572,5,31.327334083239595,31.248031496062993,85.77748552522746
TITLE_TERM,missions,MULTI,3751,1956,14,26.712876566249,30.899133836267115,85.76456575682383
TITLE_TERM,bestaande,MULTI,455,264,2,30.98901098901099,46.25,85.74903225806452
TITLE_TERM,dienstleistung,MULTI,911,234,6,31.174533479692645,35.8364434687157,85.748105872622
TITLE_TERM,portail,MULTI,264,214,5,31.060606060606062,40.214285714285715,85.74266335814724
TITLE_TERM,informatique,MULTI,1921,1109,11,23.841749089016137,41.338758288125376,85.74263027295285
TITLE_TERM,beratung,MULTI,1349,332,9,29.206819866567827,32.39360119047619,85.74038047973532
TITLE_TERM,event,MULTI,988,466,36,39.068825910931174,23.142559833506763,85.74008271298594
TITLE_TERM,optimalisatie,MULTI,186,102,2,38.17204301075269,44.35897435897436,85.73601323407775
TITLE_TERM,uitbreiding,MULTI,683,359,2,32.650073206442165,32.1764705882353,85.72383788254756
TITLE_TERM,unterstutzung,MULTI,1416,356,7,29.096045197740114,40.083333333333336,85.72340777502068
TITLE_TERM,vers,MULTI,1111,703,11,27.902790279027904,31.26182618261826,85.72165425971878
TITLE_TERM,elements,MULTI,684,415,24,32.60233918128655,26.636515912897824,85.6993217535153
TITLE_TERM,cell,MULTI,593,205,35,35.24451939291737,25.528130671506354,85.69508684863524
TITLE_TERM,actifs,MULTI,510,318,3,32.35294117647059,30.210953346855984,85.68277915632756
TITLE_TERM,environnementale,MULTI,1300,657,3,25.76923076923077,41.823015873015876,85.66130686517785
TITLE_TERM,regio,MULTI,615,160,13,34.146341463414636,27.43048128342246,85.65920595533498
TITLE_TERM,labs,MULTI,168,103,22,41.07142857142857,28.583333333333332,85.6555500413565
TITLE_TERM,direction,MULTI,2736,1025,18,29.276315789473685,27.784507622579316,85.65369727047147
TITLE_TERM,medicine,MULTI,260,96,25,37.30769230769231,28.696153846153845,85.6528535980149
TITLE_TERM,agriculture,MULTI,575,252,21,32.34782608695652,27.534172661870503,85.64747725392887
TITLE_TERM,systemen,MULTI,512,199,7,31.4453125,30.877777777777776,85.64387096774195
TITLE_TERM,operative,MULTI,285,98,12,41.75438596491228,26.119298245614036,85.64334160463193
TITLE_TERM,value,MULTI,316,144,21,48.41772151898734,23.515822784810126,85.64167080231597
TITLE_TERM,switches,MULTI,280,118,20,35.714285714285715,28.846743295019156,85.62813895781639
TITLE_TERM,erfassung,MULTI,491,86,5,35.64154786150713,33.45417515274949,85.62749379652605
TITLE_TERM,search,MULTI,315,179,25,39.36507936507937,25.070234113712374,85.62360628618694
TITLE_TERM,utilisation,MULTI,924,396,10,23.051948051948052,54.18335343787696,85.62043010752689
TITLE_TERM,jour,MULTI,1467,777,9,25.903203817314246,35.41752577319588,85.61819685690654
TITLE_TERM,sales,MULTI,256,130,24,39.0625,26.38152610441767,85.61301902398677
TITLE_TERM,oprogramowania,MULTI,2351,168,2,43.300723096554655,53.269247128881325,85.60688172043012
TITLE_TERM,identification,MULTI,456,327,30,28.94736842105263,33.35813953488372,85.60367245657568
TITLE_TERM,jira,MULTI,299,108,27,29.096989966555185,65.21223021582733,85.60315963606286
TITLE_TERM,maintien,MULTI,1033,556,8,30.00968054211036,28.814778325123154,85.60105872622003
TITLE_TERM,vsphere,MULTI,194,60,16,34.5360824742268,56.70103092783505,85.59816377171217
TITLE_TERM,insights,MULTI,98,76,11,51.02040816326531,34.09183673469388,85.59369727047147
TITLE_TERM,mobiele,MULTI,448,269,2,33.25892857142857,34.42307692307692,85.58372208436724
TITLE_TERM,face,MULTI,208,151,20,35.57692307692308,30.724489795918366,85.57578163771711
TITLE_TERM,intelligente,MULTI,162,77,10,38.888888888888886,32.24503311258278,85.57550041356492
TITLE_TERM,dienstverlening,MULTI,991,444,2,29.46518668012109,38.380434782608695,85.5668817204301
TITLE_TERM,ontwikkeling,MULTI,600,311,2,32.833333333333336,32.229885057471265,85.556741108354
TITLE_TERM,bord,MULTI,353,174,14,31.728045325779036,31.598784194528875,85.55601323407777
TITLE_TERM,burgerzaken,MULTI,139,80,2,41.007194244604314,53.37931034482759,85.54522746071135
TITLE_TERM,nutanix,MULTI,98,47,13,44.89795918367347,54.16326530612245,85.54238213399503
TITLE_TERM,ouvrage,MULTI,6789,3214,12,27.603476211518633,29.620776901324604,85.53766749379653
TITLE_TERM,norme,MULTI,231,120,12,35.497835497835496,30.511312217194572,85.53682382133996
TITLE_TERM,prise,MULTI,684,444,7,28.216374269005847,33.767885532591414,85.53275434243176
TITLE_TERM,integral,MULTI,5603,407,13,32.25058004640371,25.43674052894925,85.52734491315138
TITLE_TERM,hitachi,MULTI,168,43,16,45.23809523809524,34.17261904761905,85.52699751861043
TITLE_TERM,capital,MULTI,995,294,26,44.221105527638194,22.246231155778894,85.52625310173697
TITLE_TERM,alimentation,MULTI,1492,930,11,30.697050938337803,27.271551724137932,85.52226633581472
TITLE_TERM,programmes,MULTI,639,421,25,31.29890453834116,27.6231884057971,85.51598014888339
TITLE_TERM,softwarelosung,MULTI,169,73,5,37.8698224852071,74.28402366863905,85.51359801488833
TITLE_TERM,herstellers,MULTI,752,128,3,31.117021276595743,40.6781914893617,85.50909842845327
TITLE_TERM,itsm,MULTI,296,167,29,27.7027027027027,62.16606498194946,85.50845326716293
TITLE_TERM,projectleider,MULTI,714,102,2,32.773109243697476,36.44017725258493,85.50291149710506
TITLE_TERM,configuration,MULTI,256,174,19,29.296875,46.967592592592595,85.49677419354839
TITLE_TERM,conseil,MULTI,3637,1493,8,26.89029419851526,30.074222095346844,85.49536807278744
TITLE_TERM,cybersecurite,MULTI,367,208,5,27.52043596730245,58.26724137931034,85.49166253101737
TITLE_TERM,knowledge,MULTI,181,101,20,37.569060773480665,30.373563218390803,85.48655086848636
TITLE_TERM,machbarkeitsstudie,MULTI,587,106,3,30.153321976149915,69.87393526405451,85.48617038875105
TITLE_TERM,operationnelles,MULTI,289,200,3,30.44982698961938,46.70609318996416,85.4747394540943
TITLE_TERM,talent,MULTI,148,89,13,38.513513513513516,32.84251968503937,85.46332506203474
TITLE_TERM,computing,MULTI,151,71,23,37.086092715231786,39.33793103448276,85.46191894127378
TITLE_TERM,applications,MULTI,774,466,34,23.385012919896642,45.28027210884354,85.46044665012407
TITLE_TERM,preservation,MULTI,127,97,9,40.15748031496063,32.67796610169491,85.4566253101737
TITLE_TERM,telephonie,MULTI,737,519,7,23.337856173677068,59.09327217125382,85.44842018196857
TITLE_TERM,digitales,MULTI,1025,222,10,26.4390243902439,38.92723697148476,85.4477088502895
TITLE_TERM,programm,MULTI,289,92,6,40.13840830449827,30.15916955017301,85.43750206782465
TITLE_TERM,regarding,MULTI,271,73,21,32.103321033210335,40.77606177606177,85.41930521091811
TITLE_TERM,further,MULTI,343,154,18,36.734693877551024,26.88338192419825,85.4101571546733
TITLE_TERM,programme,MULTI,8084,2844,77,34.11677387431964,23.685373285931945,85.40554177005791
TITLE_TERM,farm,MULTI,433,194,28,44.80369515011547,22.98329355608592,85.3776840363937
TITLE_TERM,union,MULTI,2644,328,107,26.399394856278366,31.38153376573827,85.37293631100083
TITLE_TERM,documentation,MULTI,270,134,19,30.74074074074074,38.07421875,85.36916459884202
TITLE_TERM,generation,MULTI,2004,409,44,26.89620758483034,30.388379204892967,85.367047146402
TITLE_TERM,regionale,MULTI,1972,492,19,34.33062880324544,24.219321148825067,85.36233250620347
TITLE_TERM,gestaltung,MULTI,567,117,5,33.50970017636684,29.52135231316726,85.3609429280397
TITLE_TERM,flight,MULTI,228,105,35,43.421052631578945,25.24774774774775,85.35945409429281
TITLE_TERM,della,MULTI,22047,1235,7,40.82641629246609,23.400462647979317,85.35511993382961
TITLE_TERM,ante,MULTI,833,116,20,34.213685474189674,26.900360144057622,85.34971050454922
TITLE_TERM,softwarelizenzen,MULTI,119,53,3,45.378151260504204,74.1344537815126,85.348105872622
TITLE_TERM,fixe,MULTI,424,304,9,28.30188679245283,38.99476439790576,85.34143920595534
TITLE_TERM,relations,MULTI,637,422,22,24.646781789638933,41.703821656050955,85.33819685690654
TITLE_TERM,risque,MULTI,433,349,3,32.5635103926097,29.7046004842615,85.33151364764268
TITLE_TERM,bases,MULTI,716,240,15,27.094972067039105,35.01157742402315,85.32782464846981
TITLE_TERM,complementaires,MULTI,765,499,3,27.973856209150327,35.464383561643835,85.32440033085194
TITLE_TERM,animation,MULTI,2127,1271,10,26.14010343206394,30.416023166023166,85.32370554177007
TITLE_TERM,triennale,MULTI,1454,125,4,41.40302613480055,23.679558011049725,85.32218362282879
TITLE_TERM,evenement,MULTI,446,242,4,29.59641255605381,34.10379746835443,85.30129032258066
TITLE_TERM,interface,MULTI,295,164,23,27.796610169491526,53.163120567375884,85.27483870967743
TITLE_TERM,guide,MULTI,319,211,23,28.213166144200628,42.26989619377163,85.27397849462365
TITLE_TERM,renovatie,MULTI,2562,851,2,34.54332552693209,26.173361522198732,85.26928039702233
TITLE_PATTERN,elder helper services,Canada federal,34,5,1,20.588235294117645,80.0,85.25760974046779
TITLE_TERM,vivo,MULTI,176,72,24,39.77272727272727,29.795180722891565,85.25531844499586
TITLE_TERM,file,MULTI,138,79,16,39.130434782608695,32.8796992481203,85.25219189412738
TITLE_TERM,licencias,MULTI,2026,123,2,42.497532082922014,62.334649555774924,85.2520264681555
TITLE_TERM,opentext,MULTI,146,64,23,34.93150684931507,60.5,85.23761786600497
TITLE_TERM,election,MULTI,95,53,5,54.73684210526316,36.17894736842105,85.22949545078578
TITLE_TERM,liees,MULTI,436,324,7,28.89908256880734,35.066838046272494,85.2254094292804
TITLE_TERM,systemow,MULTI,1656,113,2,47.94685990338164,42.04710144927536,85.22317617866005
TITLE_TERM,front,MULTI,498,279,33,31.12449799196787,28.22431865828092,85.21235732009924
TITLE_TERM,erstellung,MULTI,3333,513,7,29.942994299429945,28.328021647624773,85.20807278742764
TITLE_TERM,ongoing,MULTI,106,65,8,47.16981132075472,34.18867924528302,85.20734491315136
TITLE_TERM,onderhoud,MULTI,6160,1302,2,32.24025974025974,27.572916666666668,85.20600496277916
TITLE_TERM,serveurs,MULTI,743,424,6,23.82234185733513,49.992548435171386,85.20408602150539
TITLE_TERM,international,MULTI,1326,549,60,32.35294117647059,25.1046511627907,85.20029776674937
TITLE_TERM,politique,MULTI,319,210,3,30.407523510971785,40.09252669039146,85.19950372208437
TITLE_TERM,technisch,MULTI,494,241,8,30.364372469635626,31.176258992805757,85.1940446650124
TITLE_TERM,aanschaf,MULTI,544,215,2,32.35294117647059,33.494163424124515,85.19263854425145
TITLE_TERM,barrage,MULTI,674,268,6,31.008902077151337,28.75,85.17464019851116
TITLE_TERM,mission,MULTI,13235,5372,43,26.754816773706082,28.42486881857211,85.17384615384616
TITLE_TERM,manufacturing,MULTI,212,125,21,36.79245283018868,28.354679802955665,85.17346567411083
TITLE_TERM,soutien,MULTI,2535,606,10,21.104536489151872,42.011831905344756,85.16933002481389
TITLE_TERM,railway,MULTI,244,96,25,35.24590163934426,31.2172131147541,85.16755996691481
TITLE_TERM,artificielle,MULTI,201,155,3,33.333333333333336,42.06521739130435,85.16489660876758
TITLE_TERM,pilotage,MULTI,1023,700,10,32.06256109481916,26.16949152542373,85.16408602150537
TITLE_TERM,vision,MULTI,387,211,28,36.434108527131784,25.136,85.15409429280399
TITLE_TERM,raman,MULTI,248,114,34,39.11290322580645,26.08786610878661,85.15220843672458
TITLE_TERM,environnemental,MULTI,391,262,6,29.156010230179028,35.95026178010471,85.1429776674938
TITLE_TERM,extensions,MULTI,221,172,6,36.65158371040724,27.603864734299517,85.1382464846981
TITLE_TERM,captage,MULTI,182,137,3,34.61538461538461,38.88235294117647,85.13741935483871
TITLE_TERM,chain,MULTI,164,102,14,40.853658536585364,27.98709677419355,85.13641025641026
TITLE_TERM,verlenging,MULTI,277,114,2,34.65703971119134,39.10843373493976,85.13588089330025
TITLE_TERM,projet,MULTI,9216,3068,24,26.19357638888889,29.49762262262262,85.1350041356493
TITLE_TERM,commercialisation,MULTI,208,158,8,32.69230769230769,34.99,85.13217535153018
TITLE_TERM,help,MULTI,498,120,15,39.558232931726906,24.329317269076306,85.12846980976013
TITLE_TERM,caracterisation,MULTI,1047,459,3,25.310410697230182,41.47295968534907,85.12195202646816
TITLE_TERM,graphique,MULTI,287,220,3,28.571428571428573,82.0,85.11912324234905
TITLE_TERM,group,MULTI,1166,468,38,43.481989708404804,21.892080069625763,85.10259718775848
TITLE_TERM,nursery,MULTI,173,89,8,45.664739884393065,27.61849710982659,85.09591397849462
TITLE_TERM,onderwijs,MULTI,634,298,2,31.07255520504732,34.202298850574714,85.09535153019024
TITLE_TERM,performance,MULTI,2018,1224,47,30.079286422200198,25.927121290994275,85.09009098428453
TITLE_TERM,lizenz,MULTI,330,48,3,35.15151515151515,54.124242424242425,85.07909015715467
TITLE_TERM,plaatsen,MULTI,1896,577,2,34.49367088607595,26.232558139534884,85.07652605459057
TITLE_TERM,appels,MULTI,369,241,5,29.539295392953928,35.33048433048433,85.07516956162118
TITLE_TERM,programmation,MULTI,1385,905,3,23.465703971119133,45.985304922850844,85.06933002481391
TITLE_TERM,durch,MULTI,1181,292,5,35.732430143945805,26.227773073666384,85.0589081885856
TITLE_TERM,subscriptions,MULTI,152,78,19,34.21052631578947,48.27142857142857,85.05136476426799
TITLE_TERM,prior,MULTI,683,105,21,28.69692532942899,34.833827893175076,85.0501240694789
TITLE_TERM,supporting,MULTI,255,148,30,40.78431372549019,25.12156862745098,85.04691480562448
TITLE_TERM,liquid,MULTI,500,211,33,36.4,24.581545064377682,85.04531017369727
TITLE_TERM,modul,MULTI,500,113,18,34.6,31.592,85.03847808105873
TITLE_TERM,measuring,MULTI,125,62,15,43.2,31.56,85.0282382133995
TITLE_TERM,post,MULTI,2226,668,45,36.97214734950584,22.75590179414542,85.0193382961125
TITLE_TERM,notes,MULTI,118,74,13,36.440677966101696,51.09322033898305,85.01559966914805
TITLE_TERM,integree,MULTI,373,229,6,28.15013404825737,40.81468531468531,85.00185277088502
TITLE_TERM,dossier,MULTI,695,397,16,23.453237410071942,45.76447105788423,85.00044665012408
TITLE_TERM,associe,MULTI,209,170,5,33.49282296650718,32.94054054054054,85.00031430934658
TITLE_TERM,reglementaires,MULTI,973,727,3,33.710174717368965,25.54564315352697,84.99809760132342
TITLE_TERM,version,MULTI,318,150,21,27.358490566037737,51.04304635761589,84.99478908188586
TITLE_TERM,bergen,MULTI,684,71,7,35.96491228070175,26.725609756097562,84.9939288668321
TITLE_TERM,erbringung,MULTI,658,264,7,35.714285714285715,27.21276595744681,84.9816542597188
TITLE_TERM,release,MULTI,109,58,17,40.36697247706422,40.85576923076923,84.97725392886683
TITLE_TERM,agenda,MULTI,283,83,17,32.50883392226148,34.360424028268554,84.97690653432588
TITLE_TERM,zentralen,MULTI,440,144,4,35.22727272727273,30.102272727272727,84.97005789909016
TITLE_TERM,audiovisuelle,MULTI,123,88,8,36.58536585365854,42.53508771929825,84.96401985111663
TITLE_TERM,urbanisme,MULTI,676,496,3,26.035502958579883,41.67244094488189,84.9629776674938
TITLE_TERM,uberlassung,MULTI,375,114,3,31.2,55.032,84.95968569065343
TITLE_TERM,strategies,MULTI,133,102,12,34.58646616541353,43.483870967741936,84.9593217535153
TITLE_TERM,serveur,MULTI,359,218,3,27.855153203342617,55.888535031847134,84.95368072787429
TITLE_TERM,modernisation,MULTI,2253,1236,20,31.691078561917443,24.98611753817677,84.94294458229942
TITLE_TERM,atlas,MULTI,233,124,27,31.759656652360515,35.93518518518518,84.94208436724566
TITLE_TERM,actions,MULTI,1074,541,17,26.629422718808193,30.66698935140368,84.93677419354839
TITLE_TERM,beratungsleistungen,MULTI,730,281,5,31.36986301369863,32.22054794520548,84.91330024813897
TITLE_TERM,kliniken,MULTI,501,143,7,40.5189620758483,25.790419161676645,84.91235732009926
TITLE_TERM,scenographique,MULTI,171,125,3,32.16374269005848,82.0,84.90668320926386
TITLE_TERM,placements,MULTI,174,88,2,40.804597701149426,34.160919540229884,84.904052936311
TITLE_TERM,soft,MULTI,584,267,28,33.56164383561644,25.409335727109514,84.90291149710504
TITLE_TERM,program,MULTI,1528,355,47,30.759162303664922,26.003992015968063,84.90153846153846
TITLE_TERM,telecommunications,MULTI,524,368,16,21.374045801526716,74.74803149606299,84.90143920595534
TITLE_TERM,environnement,MULTI,1154,685,7,25.996533795493935,32.85443037974684,84.89862696443342
TITLE_TERM,conversion,MULTI,474,316,22,37.76371308016878,23.831533477321813,84.89727047146403
TITLE_PATTERN,ekonomisystem,TED,52,4,2,30.76923076923077,60.0,84.89698814482537
TITLE_TERM,humides,MULTI,418,299,3,30.382775119617225,32.85230024213075,84.89303556658396
TITLE_TERM,paie,MULTI,248,190,3,30.241935483870968,47.76569037656904,84.88894954507857
TITLE_PATTERN,microsoft,TED,26,4,3,34.61538461538461,60.0,84.88737584107658
TITLE_TERM,cablage,MULTI,493,326,6,26.97768762677485,38.18403547671841,84.88517783291977
TITLE_TERM,tenant,MULTI,95,69,9,49.473684210526315,31.896551724137932,84.88287841191068
TITLE_TERM,industry,MULTI,239,118,24,39.33054393305439,25.94871794871795,84.87586435070305
TITLE_TERM,kommunikation,MULTI,349,107,9,30.945558739255013,67.11174785100286,84.86607113316792
TITLE_TERM,europe,MULTI,642,268,42,33.333333333333336,25.707563025210085,84.86550868486353
TITLE_TERM,meter,MULTI,361,175,24,40.443213296398895,23.81791907514451,84.86425144747724
TITLE_TERM,electroniques,MULTI,687,417,7,25.32751091703057,38.65837479270315,84.86352357320101
TITLE_TERM,potentiel,MULTI,188,140,3,32.4468085106383,48.16860465116279,84.85445822994211
TITLE_TERM,visant,MULTI,707,447,3,26.73267326732673,37.65424430641822,84.84089330024814
TITLE_TERM,lifecycle,MULTI,86,50,14,51.16279069767442,39.4320987654321,84.83598014888338
TITLE_TERM,opnv,MULTI,275,82,2,41.09090909090909,28.92,84.8327047146402
TITLE_TERM,implantation,MULTI,943,552,10,23.01166489925769,42.98522727272727,84.830835401158
TITLE_TERM,info,MULTI,204,72,21,34.31372549019608,34.87755102040816,84.82837055417701
TITLE_TERM,rooms,MULTI,201,130,15,52.23880597014925,23.860696517412936,84.82532671629446
TITLE_TERM,enhancement,MULTI,161,105,19,43.47826086956522,27.099378881987576,84.81935483870967
TITLE_TERM,komponenten,MULTI,612,214,4,33.333333333333336,30.357843137254903,84.8178494623656
TITLE_TERM,visibilite,MULTI,174,123,8,36.206896551724135,31.49056603773585,84.81682382133997
TITLE_TERM,licencji,MULTI,1093,85,2,45.28819762122598,58.52150045745654,84.80976013234078
TITLE_TERM,partners,MULTI,196,101,15,38.775510204081634,27.511627906976745,84.80633581472293
TITLE_TERM,ochrony,MULTI,2103,156,2,49.02520209224917,33.92106514503091,84.80092638544252
TITLE_TERM,sloop,MULTI,229,137,2,38.8646288209607,30.25,84.7941770057899
TITLE_TERM,evaluatie,MULTI,126,53,2,42.06349206349206,70.6,84.78833746898263
TITLE_TERM,bassin,MULTI,1724,902,11,28.53828306264501,27.63089330024814,84.7778494623656
TITLE_TERM,proces,MULTI,168,79,16,35.714285714285715,36.43421052631579,84.77533498759306
TITLE_TERM,fusion,MULTI,250,119,20,30.8,36.11618257261411,84.76995864350704
TITLE_TERM,pare,MULTI,420,268,9,27.61904761904762,38.05486284289277,84.76481389578163
TITLE_TERM,specialist,MULTI,1700,711,22,43.23529411764706,21.576342788171395,84.75100082712987
TITLE_TERM,anti,MULTI,1339,803,42,30.918595967139655,25.38649789029536,84.74985938792392
