Warehouse_Source,Category,Subcategory,Tender_Count,Unique_Buyers,Country_Count,Median_Lean_Fit,Recent_12m_Share_Pct,Active_Years,Volume_Pct,Buyer_Breadth_Pct,Recency_Pct,Lean_Pct,Open_World_Score,Discovery_Type
Belgium,UNKNOWN,UNKNOWN,100037,4401,1,,34.57120865279846,4,99.66666666666667,99.41666666666666,79.66666666666666,0.0,72.08166666666666,DATA_NATIVE_COHORT
United Kingdom,Other,General-practitioner services,900,105,1,15.0,45.44444444444444,4,96.5,93.91666666666667,91.33333333333333,0.08333333333333334,71.75833333333333,DATA_NATIVE_COHORT
Germany,Other,UNKNOWN,549715,18937,1,15.0,32.261444566730034,4,99.91666666666667,99.83333333333333,76.16666666666667,0.08333333333333334,71.66000000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Pathology services,210,72,1,15.0,53.80952380952381,4,92.91666666666667,91.58333333333334,95.91666666666666,0.08333333333333334,70.83,DATA_NATIVE_COHORT
United Kingdom,Other,Hospital and related services,305,89,1,15.0,42.62295081967213,4,94.91666666666667,93.08333333333333,89.66666666666666,0.08333333333333334,70.735,DATA_NATIVE_COHORT
United Kingdom,Other,Health services,5526,571,1,15.0,32.13897937024973,4,98.33333333333333,97.58333333333333,75.75,0.08333333333333334,70.49333333333333,DATA_NATIVE_COHORT
Ireland,Other,School-meal services.,114,109,1,15.0,51.75438596491229,3,89.91666666666667,94.25,95.08333333333333,0.08333333333333334,70.41333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Pharmacy services,328,68,1,15.0,43.292682926829265,4,95.08333333333333,91.08333333333334,90.25,0.08333333333333334,70.37333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Dental practice and related services,216,78,1,15.0,45.83333333333333,4,93.25,92.0,91.83333333333333,0.08333333333333334,70.31,DATA_NATIVE_COHORT
France,Other,Services,115535,21930,1,15.0,28.46669840308132,4,99.75,99.91666666666667,68.58333333333333,0.08333333333333334,70.26333333333334,DATA_NATIVE_COHORT
