Warehouse_Source,Category,Subcategory,Tender_Count,Unique_Buyers,Country_Count,Median_Lean_Fit,Recent_12m_Share_Pct,Active_Years,Volume_Pct,Buyer_Breadth_Pct,Recency_Pct,Lean_Pct,Open_World_Score,Discovery_Type
United Kingdom,Other,Home medical treatment services,43,14,1,15.0,34.883720930232556,4,74.5,52.25,79.91666666666667,0.08333333333333334,51.83,DATA_NATIVE_COHORT
United Kingdom,Other,Storage and warehousing services,39,27,1,15.0,20.51282051282051,4,72.41666666666666,75.08333333333333,50.24999999999999,0.08333333333333334,51.76,DATA_NATIVE_COHORT
United Kingdom,Other,"Technical testing, analysis and consultancy services",51,42,1,15.0,11.76470588235294,4,78.33333333333333,83.83333333333334,26.166666666666664,0.08333333333333334,51.59333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Technical inspection and testing services,61,49,1,15.0,8.19672131147541,4,81.91666666666667,86.66666666666667,15.333333333333332,0.08333333333333334,51.52666666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Engineering services,49,40,1,15.0,12.244897959183673,4,77.41666666666667,83.33333333333334,27.333333333333332,0.08333333333333334,51.38000000000002,DATA_NATIVE_COHORT
United Kingdom,Other,Child daycare services,42,23,1,15.0,21.428571428571427,4,74.25,69.91666666666667,51.24999999999999,0.08333333333333334,51.18333333333333,DATA_NATIVE_COHORT
Ireland,Other,"Architectural, engineering and surveying services.",42,23,1,15.0,21.428571428571427,4,74.25,69.91666666666667,51.24999999999999,0.08333333333333334,51.18333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Engineering works and construction works,70,58,1,15.0,2.857142857142857,3,83.41666666666666,89.25,7.000000000000001,0.08333333333333334,51.178333333333335,DATA_NATIVE_COHORT
United Kingdom,Other,Adult and other education services,72,52,1,15.0,4.166666666666666,4,84.08333333333333,87.33333333333333,8.0,0.08333333333333334,51.07333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Personnel and payroll services,42,38,1,15.0,14.285714285714285,4,74.25,82.33333333333334,32.33333333333333,0.08333333333333334,51.006666666666675,DATA_NATIVE_COHORT
Canada federal,Other,"*Training planning, facilitation and delivery services",28,17,1,15.0,39.285714285714285,4,61.583333333333336,61.16666666666667,85.33333333333334,0.08333333333333334,50.99,DATA_NATIVE_COHORT
United Kingdom,Other,Procurement consultancy services,34,25,1,15.0,23.52941176470588,4,68.16666666666666,72.58333333333333,56.91666666666667,0.08333333333333334,50.949999999999996,DATA_NATIVE_COHORT
United Kingdom,Other,"Fleet management, repair and maintenance services",44,37,1,15.0,13.636363636363635,4,74.91666666666667,82.08333333333333,31.083333333333336,0.08333333333333334,50.93,DATA_NATIVE_COHORT
Ireland,Other,"Musical instruments, sport goods, games, toys, handicraft, art materials and accessories.",33,25,1,15.0,24.242424242424242,4,67.0,72.58333333333333,58.666666666666664,0.08333333333333334,50.89166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Building services,38,29,1,15.0,18.421052631578945,4,71.41666666666666,76.58333333333334,45.0,0.08333333333333334,50.885000000000005,DATA_NATIVE_COHORT
United Kingdom,Other,Vehicle-fleet management services,24,23,1,15.0,37.5,4,55.25,69.91666666666667,83.16666666666667,0.08333333333333334,50.848333333333336,DATA_NATIVE_COHORT
Canada federal,Other,*Chairs,26,17,1,15.0,42.30769230769231,4,58.75,61.16666666666667,89.41666666666667,0.08333333333333334,50.818333333333335,DATA_NATIVE_COHORT
Ireland,Other,Lifting and handling equipment and parts.,31,16,1,15.0,35.483870967741936,4,65.33333333333333,58.833333333333336,80.66666666666666,0.08333333333333334,50.74333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Construction structures and materials; auxiliary products to construction (except electric apparatus),52,42,1,15.0,9.615384615384617,4,78.75,83.83333333333334,20.583333333333336,0.08333333333333334,50.72166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Gyneacologic or obstetric services,31,20,1,15.0,29.03225806451613,3,65.33333333333333,65.66666666666666,70.08333333333333,0.08333333333333334,50.615,DATA_NATIVE_COHORT
United Kingdom,Other,Orthopaedic services,24,17,1,15.0,50.0,3,55.25,61.16666666666667,93.91666666666667,0.08333333333333334,50.50833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Survey services,45,33,1,15.0,13.333333333333334,4,75.5,80.0,30.166666666666668,0.08333333333333334,50.410000000000004,DATA_NATIVE_COHORT
United Kingdom,Other,Financial auditing services,37,35,1,15.0,16.216216216216218,4,70.58333333333333,81.08333333333333,37.333333333333336,0.08333333333333334,50.40833333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Furniture,31,19,1,15.0,29.03225806451613,4,65.33333333333333,64.75,70.08333333333333,0.08333333333333334,50.37666666666667,DATA_NATIVE_COHORT
Canada federal,Other,*Valves,93,7,1,15.0,54.83870967741935,4,88.16666666666667,18.416666666666668,96.33333333333334,0.08333333333333334,50.36166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Structural engineering consultancy services,30,27,1,15.0,23.333333333333332,4,64.16666666666667,75.08333333333333,56.41666666666667,0.08333333333333334,50.230000000000004,DATA_NATIVE_COHORT
United Kingdom,Other,"Repair, maintenance and associated services of vehicles and related equipment",59,43,1,15.0,6.779661016949152,4,81.33333333333333,84.25,12.583333333333332,0.08333333333333334,50.216666666666676,DATA_NATIVE_COHORT
Ireland,Other,Television and audio-visual equipment.,28,19,1,15.0,32.142857142857146,4,61.583333333333336,64.75,75.83333333333333,0.08333333333333334,50.21166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Technical analysis or consultancy services,33,23,1,15.0,24.242424242424242,4,67.0,69.91666666666667,58.666666666666664,0.08333333333333334,50.198333333333345,DATA_NATIVE_COHORT
United Kingdom,Other,Installation of doors and windows and related components,31,27,1,15.0,22.58064516129032,4,65.33333333333333,75.08333333333333,53.91666666666667,0.08333333333333334,50.15333333333333,DATA_NATIVE_COHORT
Ireland,Other,Laboratory services.,37,17,1,15.0,27.027027027027028,4,70.58333333333333,61.16666666666667,64.66666666666666,0.08333333333333334,50.15,DATA_NATIVE_COHORT
United Kingdom,Other,Administrative healthcare services,41,26,1,15.0,17.073170731707318,4,73.75,73.83333333333333,40.666666666666664,0.08333333333333334,50.13666666666667,DATA_NATIVE_COHORT
Ireland,Other,Lighting equipment and electric lamps.,27,22,1,15.0,29.629629629629626,4,60.333333333333336,68.5,71.41666666666666,0.08333333333333334,49.991666666666674,DATA_NATIVE_COHORT
United Kingdom,Other,Evaluation consultancy services,43,31,1,15.0,13.953488372093023,4,74.5,78.16666666666666,32.0,0.08333333333333334,49.94333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Internal audit services,49,48,1,15.0,8.16326530612245,4,77.41666666666667,86.0,15.25,0.08333333333333334,49.89833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Social services,66,44,1,15.0,3.0303030303030303,4,82.75,84.91666666666666,7.083333333333333,0.08333333333333334,49.85333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Highway maintenance work,26,17,1,15.0,38.46153846153847,3,58.75,61.16666666666667,84.0,0.08333333333333334,49.843333333333334,DATA_NATIVE_COHORT
Ireland,Other,Sports goods and equipment.,28,26,1,15.0,25.0,4,61.583333333333336,73.83333333333333,59.66666666666667,0.08333333333333334,49.66333333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Agricultural tractors,38,13,1,15.0,34.21052631578947,4,71.41666666666666,48.083333333333336,79.25,0.08333333333333334,49.64,DATA_NATIVE_COHORT
Canada federal,Other,*Human resources services,24,19,1,15.0,37.5,4,55.25,64.75,83.16666666666667,0.08333333333333334,49.505,DATA_NATIVE_COHORT
Ireland,Other,Prefabricated buildings.,26,21,1,15.0,30.76923076923077,4,58.75,67.08333333333333,73.5,0.08333333333333334,49.49166666666667,DATA_NATIVE_COHORT
Canada federal,Other,*Business administration services,33,21,1,15.0,24.242424242424242,4,67.0,67.08333333333333,58.666666666666664,0.08333333333333334,49.461666666666666,DATA_NATIVE_COHORT
United Kingdom,Other,Sports facilities operation services,54,45,1,15.0,5.555555555555555,4,79.41666666666667,85.25,9.416666666666666,0.08333333333333334,49.29333333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Aircraft equipment,92,9,1,15.0,33.69565217391305,4,87.75,26.333333333333332,79.0,0.08333333333333334,49.16666666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Outpatient care services,38,20,1,15.0,21.052631578947366,4,71.41666666666666,65.66666666666666,50.83333333333333,0.08333333333333334,49.096666666666664,DATA_NATIVE_COHORT
Ireland,Other,Construction work for houses.,29,19,1,15.0,27.586206896551722,4,63.16666666666667,64.75,66.58333333333334,0.08333333333333334,49.053333333333335,DATA_NATIVE_COHORT
United Kingdom,Other,Social work services without accommodation,60,26,1,15.0,10.0,4,81.41666666666667,73.83333333333333,21.0,0.08333333333333334,49.050000000000004,DATA_NATIVE_COHORT
United Kingdom,Other,Infrastructure works consultancy services,21,20,1,15.0,42.857142857142854,4,49.333333333333336,65.66666666666666,89.75,0.08333333333333334,49.035000000000004,DATA_NATIVE_COHORT
United Kingdom,Other,Modular and portable buildings,36,29,1,15.0,16.666666666666664,4,69.83333333333334,76.58333333333334,37.5,0.08333333333333334,49.02833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Repair and maintenance services of boilers,25,24,1,15.0,28.000000000000004,4,57.08333333333333,71.33333333333334,67.66666666666666,0.08333333333333334,49.013333333333335,DATA_NATIVE_COHORT
United Kingdom,Other,Accounting and auditing services,26,24,1,15.0,26.923076923076923,4,58.75,71.33333333333334,64.33333333333333,0.08333333333333334,48.94666666666667,DATA_NATIVE_COHORT
Canada federal,Other,*Management advisory services,29,16,1,15.0,31.03448275862069,4,63.16666666666667,58.833333333333336,74.08333333333333,0.08333333333333334,48.86500000000001,DATA_NATIVE_COHORT
Ireland,Other,Human resources management consultancy services.,33,23,1,15.0,21.21212121212121,3,67.0,69.91666666666667,51.083333333333336,0.08333333333333334,48.83333333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Marine craft systems and subassemblies,87,6,1,15.0,51.724137931034484,4,87.16666666666667,14.583333333333334,95.0,0.08333333333333334,48.805,DATA_NATIVE_COHORT
United Kingdom,Other,Dog kennel services,38,32,1,15.0,13.157894736842104,4,71.41666666666666,79.0,29.916666666666668,0.08333333333333334,48.79833333333333,DATA_NATIVE_COHORT
United Kingdom,Other,"Clothing, footwear, luggage articles and accessories",51,45,1,15.0,3.9215686274509802,4,78.33333333333333,85.25,7.833333333333334,0.08333333333333334,48.66166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Courier services,44,39,1,15.0,9.090909090909092,4,74.91666666666667,82.75,17.416666666666668,0.08333333333333334,48.64333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Energy-management services,35,32,1,15.0,14.285714285714285,4,69.08333333333333,79.0,32.33333333333333,0.08333333333333334,48.486666666666665,DATA_NATIVE_COHORT
Ireland,Other,"Demolition, site preparation and clearance work.",31,22,1,15.0,22.58064516129032,4,65.33333333333333,68.5,53.91666666666667,0.08333333333333334,48.44166666666667,DATA_NATIVE_COHORT
Ireland,Other,Construction work for sports facilities.,25,18,1,15.0,32.0,4,57.08333333333333,63.33333333333333,75.66666666666667,0.08333333333333334,48.37333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Parking services,24,22,1,15.0,29.166666666666668,4,55.25,68.5,70.41666666666667,0.08333333333333334,48.18500000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Gas appliance maintenance services,36,30,1,15.0,13.88888888888889,4,69.83333333333334,77.33333333333333,31.666666666666664,0.08333333333333334,48.17333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Public relations services,41,33,1,15.0,9.75609756097561,4,73.75,80.0,20.833333333333336,0.08333333333333334,48.17000000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Engineering design services,38,29,1,15.0,13.157894736842104,4,71.41666666666666,76.58333333333334,29.916666666666668,0.08333333333333334,48.17,DATA_NATIVE_COHORT
Ireland,Other,Minibuses.,53,23,1,15.0,11.320754716981133,4,79.16666666666666,69.91666666666667,25.666666666666664,0.08333333333333334,48.15166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Tree-maintenance services,46,41,1,15.0,6.521739130434782,4,76.0,83.5,11.666666666666666,0.08333333333333334,48.150000000000006,DATA_NATIVE_COHORT
Ireland,Other,"Radio, television, communication, telecommunication and related equipment.",27,17,1,15.0,29.629629629629626,4,60.333333333333336,61.16666666666667,71.41666666666666,0.08333333333333334,48.08500000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Business development consultancy services,39,27,1,15.0,12.82051282051282,4,72.41666666666666,75.08333333333333,28.999999999999996,0.08333333333333334,47.934999999999995,DATA_NATIVE_COHORT
Ireland,Other,Engineering works and construction works.,37,24,1,15.0,16.216216216216218,3,70.58333333333333,71.33333333333334,37.333333333333336,0.08333333333333334,47.87333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Specialist vehicles,30,25,1,15.0,20.0,4,64.16666666666667,72.58333333333333,46.916666666666664,0.08333333333333334,47.870000000000005,DATA_NATIVE_COHORT
United Kingdom,Other,Miscellaneous business and business-related services,30,25,1,15.0,20.0,4,64.16666666666667,72.58333333333333,46.916666666666664,0.08333333333333334,47.870000000000005,DATA_NATIVE_COHORT
United Kingdom,Other,Refuse disposal and treatment,50,39,1,15.0,2.0,4,77.91666666666667,82.75,6.75,0.08333333333333334,47.683333333333344,DATA_NATIVE_COHORT
Canada federal,Other,*Marine construction services,171,7,1,15.0,30.409356725146196,4,92.75,18.416666666666668,73.25,0.08333333333333334,47.67333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Furniture,37,32,1,15.0,10.81081081081081,4,70.58333333333333,79.0,25.0,0.08333333333333334,47.64666666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Call centre,37,32,1,15.0,10.81081081081081,4,70.58333333333333,79.0,25.0,0.08333333333333334,47.64666666666667,DATA_NATIVE_COHORT
United Kingdom,Other,"Financial consultancy, financial transaction processing and clearing-house services",25,25,1,15.0,24.0,4,57.08333333333333,72.58333333333333,58.08333333333333,0.08333333333333334,47.61333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Paediatric services,29,19,1,15.0,24.137931034482758,4,63.16666666666667,64.75,58.416666666666664,0.08333333333333334,47.583333333333336,DATA_NATIVE_COHORT
United Kingdom,Other,Surveillance and security systems and devices,31,29,1,15.0,16.129032258064516,4,65.33333333333333,76.58333333333334,37.166666666666664,0.08333333333333334,47.528333333333336,DATA_NATIVE_COHORT
Ireland,Other,Engineering design services for mechanical and electrical installations for buildings.,23,13,1,15.0,69.56521739130434,4,54.0,48.083333333333336,98.41666666666666,0.08333333333333334,47.516666666666666,DATA_NATIVE_COHORT
United Kingdom,Other,Audio-visual equipment,38,31,1,15.0,10.526315789473683,4,71.41666666666666,78.16666666666666,23.75,0.08333333333333334,47.471666666666664,DATA_NATIVE_COHORT
Ireland,Other,"Recreational, cultural and sporting services.",60,21,1,15.0,10.0,4,81.41666666666667,67.08333333333333,21.0,0.08333333333333334,47.29500000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Building completion work,26,24,1,15.0,23.076923076923077,4,58.75,71.33333333333334,55.00000000000001,0.08333333333333334,47.26666666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Industrial machinery,54,32,1,15.0,1.8518518518518516,4,79.41666666666667,79.0,6.666666666666667,0.08333333333333334,47.17333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Refuse-collection vehicles,19,16,1,15.0,52.63157894736842,3,45.33333333333333,58.833333333333336,95.33333333333334,0.08333333333333334,46.98333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Surgical specialist services,22,15,1,15.0,40.909090909090914,3,52.0,55.91666666666667,87.5,0.08333333333333334,46.94833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Networks,25,18,1,15.0,28.000000000000004,4,57.08333333333333,63.33333333333333,67.66666666666666,0.08333333333333334,46.93333333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Heavy construction machinery and equipment,39,13,1,15.0,25.64102564102564,4,72.41666666666666,48.083333333333336,62.416666666666664,0.08333333333333334,46.93,DATA_NATIVE_COHORT
United Kingdom,Other,Electric vehicles,25,23,1,15.0,24.0,4,57.08333333333333,69.91666666666667,58.08333333333333,0.08333333333333334,46.92,DATA_NATIVE_COHORT
United Kingdom,Other,Specialist training services,47,31,1,15.0,6.382978723404255,4,76.5,78.16666666666666,11.5,0.08333333333333334,46.89333333333333,DATA_NATIVE_COHORT
Ireland,Other,Construction project management services.,38,17,1,15.0,18.421052631578945,4,71.41666666666666,61.16666666666667,45.0,0.08333333333333334,46.87666666666667,DATA_NATIVE_COHORT
Ireland,Other,Siteworks.,22,16,1,15.0,36.36363636363637,4,52.0,58.833333333333336,82.25,0.08333333333333334,46.76166666666667,DATA_NATIVE_COHORT
Ireland,Other,Agricultural machinery.,34,15,1,15.0,23.52941176470588,4,68.16666666666666,55.91666666666667,56.91666666666667,0.08333333333333334,46.61666666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Human resources management consultancy services,36,27,1,15.0,11.11111111111111,4,69.83333333333334,75.08333333333333,25.333333333333336,0.08333333333333334,46.448333333333345,DATA_NATIVE_COHORT
United Kingdom,Other,Orthodontic services,34,9,1,15.0,70.58823529411765,4,68.16666666666666,26.333333333333332,98.66666666666667,0.08333333333333334,46.440000000000005,DATA_NATIVE_COHORT
Ireland,Other,Auditing services.,29,25,1,15.0,17.24137931034483,4,63.16666666666667,72.58333333333333,40.75,0.08333333333333334,46.440000000000005,DATA_NATIVE_COHORT
United Kingdom,Other,Consultative engineering and construction services,29,25,1,15.0,17.24137931034483,4,63.16666666666667,72.58333333333333,40.75,0.08333333333333334,46.440000000000005,DATA_NATIVE_COHORT
Ireland,Other,Advisory architectural services.,32,30,1,15.0,12.5,4,66.58333333333334,77.33333333333333,27.416666666666668,0.08333333333333334,46.36833333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Language schooling,24,17,1,15.0,29.166666666666668,4,55.25,61.16666666666667,70.41666666666667,0.08333333333333334,46.27833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Development consultancy services,28,25,1,15.0,17.857142857142858,4,61.583333333333336,72.58333333333333,42.5,0.08333333333333334,46.248333333333335,DATA_NATIVE_COHORT
Ireland,Other,Modular and portable buildings.,25,21,1,15.0,24.0,4,57.08333333333333,67.08333333333333,58.08333333333333,0.08333333333333334,46.18333333333333,DATA_NATIVE_COHORT
United Kingdom,Other,Overhaul and refurbishment work,30,25,1,15.0,16.666666666666664,4,64.16666666666667,72.58333333333333,37.5,0.08333333333333334,46.175000000000004,DATA_NATIVE_COHORT
Canada federal,Other,*Military transport aircraft,77,3,1,15.0,55.84415584415584,4,85.25,5.75,96.5,0.08333333333333334,46.165000000000006,DATA_NATIVE_COHORT
United Kingdom,Other,Funeral and related services,40,38,1,15.0,2.5,3,73.16666666666667,82.33333333333334,6.916666666666667,0.08333333333333334,46.08500000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Blood analysis services,26,12,1,15.0,42.30769230769231,4,58.75,42.833333333333336,89.41666666666667,0.08333333333333334,46.05166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Research consultancy services,31,28,1,15.0,12.903225806451612,4,65.33333333333333,76.16666666666667,29.083333333333332,0.08333333333333334,45.965,DATA_NATIVE_COHORT
United Kingdom,Other,Mains gas,28,24,1,15.0,17.857142857142858,4,61.583333333333336,71.33333333333334,42.5,0.08333333333333334,45.92333333333334,DATA_NATIVE_COHORT
Ireland,Other,Security services.,35,22,1,15.0,14.285714285714285,4,69.08333333333333,68.5,32.33333333333333,0.08333333333333334,45.756666666666675,DATA_NATIVE_COHORT
United Kingdom,Other,Laboratory reagents,35,22,1,15.0,14.285714285714285,4,69.08333333333333,68.5,32.33333333333333,0.08333333333333334,45.756666666666675,DATA_NATIVE_COHORT
Canada federal,Other,*ADP Software,105,1,1,15.0,50.476190476190474,4,89.33333333333333,0.0,94.91666666666667,0.08333333333333334,45.69166666666667,DATA_NATIVE_COHORT
Canada federal,Other,*Motor vehicles,29,12,1,15.0,34.48275862068966,4,63.16666666666667,42.833333333333336,79.5,0.08333333333333334,45.68,DATA_NATIVE_COHORT
Ireland,Other,"Construction, foundation and surface works for highways, roads.",34,14,1,15.0,23.52941176470588,4,68.16666666666666,52.25,56.91666666666667,0.08333333333333334,45.663333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Asbestos-removal work,33,26,1,15.0,12.121212121212121,4,67.0,73.83333333333333,27.250000000000004,0.08333333333333334,45.561666666666675,DATA_NATIVE_COHORT
United Kingdom,Other,Fire-prevention installation works,35,31,1,15.0,8.571428571428571,4,69.08333333333333,78.16666666666666,17.166666666666668,0.08333333333333334,45.54,DATA_NATIVE_COHORT
Canada federal,Other,*Aerospace systems and components and equipment,48,6,1,15.0,50.0,3,77.25,14.583333333333334,93.91666666666667,0.08333333333333334,45.436666666666675,DATA_NATIVE_COHORT
Ireland,Other,Local area network.,50,10,1,15.0,28.000000000000004,4,77.91666666666667,31.916666666666664,67.66666666666666,0.08333333333333334,45.43166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Public utilities,38,34,1,15.0,5.263157894736842,4,71.41666666666666,80.5,8.916666666666668,0.08333333333333334,45.40833333333333,DATA_NATIVE_COHORT
Canada federal,Other,*Data services,27,12,1,15.0,37.03703703703704,4,60.333333333333336,42.833333333333336,83.0,0.08333333333333334,45.403333333333336,DATA_NATIVE_COHORT
Ireland,Other,"Technical testing, analysis and consultancy services.",21,15,1,15.0,38.095238095238095,4,49.333333333333336,55.91666666666667,83.58333333333333,0.08333333333333334,45.39000000000001,DATA_NATIVE_COHORT
United Kingdom,Other,Special education services,27,22,1,15.0,18.51851851851852,4,60.333333333333336,68.5,45.33333333333333,0.08333333333333334,45.296666666666674,DATA_NATIVE_COHORT
United Kingdom,Other,"Construction, foundation and surface works for highways, roads",41,31,1,15.0,2.4390243902439024,4,73.75,78.16666666666666,6.833333333333333,0.08333333333333334,45.17333333333333,DATA_NATIVE_COHORT
Ireland,Other,"Hotel, restaurant and retail trade services.",27,15,1,15.0,25.925925925925924,4,60.333333333333336,55.91666666666667,62.66666666666667,0.08333333333333334,45.14500000000001,DATA_NATIVE_COHORT
United Kingdom,Other,"Radio, television, communication, telecommunication and related equipment",29,26,1,15.0,13.793103448275861,4,63.16666666666667,73.83333333333333,31.5,0.08333333333333334,45.1,DATA_NATIVE_COHORT
United Kingdom,Other,"Architectural, engineering and planning services",21,19,1,15.0,28.57142857142857,4,49.333333333333336,64.75,68.66666666666667,0.08333333333333334,45.00166666666667,DATA_NATIVE_COHORT
Canada federal,Other,*Commercial and office building renovation and repair service,27,10,1,15.0,55.55555555555556,4,60.333333333333336,31.916666666666664,96.41666666666666,0.08333333333333334,44.980000000000004,DATA_NATIVE_COHORT
United Kingdom,Other,Laundry-management services,26,22,1,15.0,19.230769230769234,4,58.75,68.5,46.33333333333333,0.08333333333333334,44.97,DATA_NATIVE_COHORT
United Kingdom,Other,"Architectural, engineering and surveying services",21,16,1,15.0,33.33333333333333,4,49.333333333333336,58.833333333333336,76.75,0.08333333333333334,44.91833333333334,DATA_NATIVE_COHORT
Ireland,Other,Emergency lighting equipment.,28,11,1,15.0,39.285714285714285,4,61.583333333333336,37.666666666666664,85.33333333333334,0.08333333333333334,44.88,DATA_NATIVE_COHORT
United Kingdom,Other,Administration services,37,27,1,15.0,8.108108108108109,3,70.58333333333333,75.08333333333333,15.166666666666668,0.08333333333333334,44.858333333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Gynaecological hospital services,23,11,1,15.0,65.21739130434783,3,54.0,37.666666666666664,98.16666666666667,0.08333333333333334,44.76333333333334,DATA_NATIVE_COHORT
Ireland,Other,Solar energy.,33,20,1,15.0,15.151515151515152,4,67.0,65.66666666666666,34.416666666666664,0.08333333333333334,44.72833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Community action programme,92,16,1,15.0,3.260869565217391,4,87.75,58.833333333333336,7.333333333333333,0.08333333333333334,44.716666666666676,DATA_NATIVE_COHORT
Ireland,Other,Development consultancy services.,27,13,1,15.0,29.629629629629626,4,60.333333333333336,48.083333333333336,71.41666666666666,0.08333333333333334,44.68333333333334,DATA_NATIVE_COHORT
Canada federal,Other,*Vehicle rental,33,8,1,15.0,57.57575757575758,4,67.0,21.916666666666668,97.16666666666667,0.08333333333333334,44.64833333333333,DATA_NATIVE_COHORT
United Kingdom,Other,"Electrical machinery, apparatus, equipment and consumables; lighting",35,32,1,15.0,5.714285714285714,4,69.08333333333333,79.0,10.166666666666666,0.08333333333333334,44.49666666666666,DATA_NATIVE_COHORT
Canada federal,Other,*Measuring and observing and testing instruments,34,9,1,15.0,41.17647058823529,4,68.16666666666666,26.333333333333332,87.58333333333333,0.08333333333333334,44.445,DATA_NATIVE_COHORT
Ireland,Other,"Clothing, footwear, luggage articles and accessories.",29,19,1,15.0,17.24137931034483,4,63.16666666666667,64.75,40.75,0.08333333333333334,44.403333333333336,DATA_NATIVE_COHORT
Ireland,Other,Electrical services.,20,14,1,15.0,40.0,4,47.66666666666667,52.25,85.75,0.08333333333333334,44.293333333333344,DATA_NATIVE_COHORT
Ireland,Other,Research and development consultancy services.,28,16,1,15.0,21.428571428571427,4,61.583333333333336,58.833333333333336,51.24999999999999,0.08333333333333334,44.24833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Installation services of fire protection equipment,24,21,1,15.0,20.833333333333336,4,55.25,67.08333333333333,50.5,0.08333333333333334,44.231666666666676,DATA_NATIVE_COHORT
United Kingdom,Other,"Repair, maintenance and associated services related to railways and other equipment",31,14,1,15.0,22.58064516129032,4,65.33333333333333,52.25,53.91666666666667,0.08333333333333334,44.21666666666667,DATA_NATIVE_COHORT
Ireland,Other,Telecommunications services.,21,15,1,15.0,33.33333333333333,4,49.333333333333336,55.91666666666667,76.75,0.08333333333333334,44.160000000000004,DATA_NATIVE_COHORT
Ireland,Other,Road markings.,25,12,1,15.0,36.0,4,57.08333333333333,42.833333333333336,81.58333333333333,0.08333333333333334,44.10833333333334,DATA_NATIVE_COHORT
United Kingdom,Other,Repair and maintenance services of medical and surgical equipment,25,14,1,15.0,28.000000000000004,4,57.08333333333333,52.25,67.66666666666666,0.08333333333333334,44.05166666666667,DATA_NATIVE_COHORT
United Kingdom,Other,Statutory audit services,29,27,1,15.0,10.344827586206897,4,63.16666666666667,75.08333333333333,23.5,0.08333333333333334,43.985,DATA_NATIVE_COHORT
Ireland,Other,Restaurant and food-serving services.,36,17,1,15.0,13.88888888888889,4,69.83333333333334,61.16666666666667,31.666666666666664,0.08333333333333334,43.970000000000006,DATA_NATIVE_COHORT
United Kingdom,Other,Mobile-telephone services,19,17,1,15.0,31.57894736842105,4,45.33333333333333,61.16666666666667,74.91666666666667,0.08333333333333334,43.915000000000006,DATA_NATIVE_COHORT
Canada federal,Other,*Real estate services,46,8,1,15.0,32.608695652173914,4,76.0,21.916666666666668,76.5,0.08333333333333334,43.80833333333334,DATA_NATIVE_COHORT
Ireland,Other,Buses and Coaches.,22,14,1,15.0,31.818181818181817,4,52.0,52.25,75.16666666666667,0.08333333333333334,43.775000000000006,DATA_NATIVE_COHORT
United Kingdom,Other,Consulting services for water-supply and waste consultancy,28,23,1,15.0,14.285714285714285,4,61.583333333333336,69.91666666666667,32.33333333333333,0.08333333333333334,43.72500000000001,DATA_NATIVE_COHORT
Ireland,Other,Secondary school construction work.,22,16,1,15.0,27.27272727272727,4,52.0,58.833333333333336,65.0,0.08333333333333334,43.65666666666667,DATA_NATIVE_COHORT
