Niche,Supplier_ID,Supplier_Name,Supplier_Country,Fractional_Awards,Observed_Awards,Niche_Fractional_Awards,Supplier_Share_Pct,rn
Data entry / back-office processing,sup_0974f2968fdf3b870d59,Asplan Viak AS,NO,1.0,1,59.0,1.694915254237288,6
Data entry / back-office processing,sup_1bb287283969e6b33344,Fehily Timoney and Company,,1.0,1,59.0,1.694915254237288,7
Data entry / back-office processing,sup_1ecba47434aa16853556,ARHS DEVELOPMENTS S.A.,LUX,1.0,2,59.0,1.694915254237288,8
Data entry / back-office processing,sup_2002c5e6322b1e88ddbf,Wipro Limited,IND,1.0,1,59.0,1.694915254237288,9
Data entry / back-office processing,sup_27f180bccf4a85385ba1,MD5 LTD,United Kingdom,1.0,1,59.0,1.694915254237288,10
Data entry / back-office processing,sup_2985f7a05e52690712d8,EX1 - DIGITAL FORENSIC SERVICES LTD,United Kingdom,1.0,1,59.0,1.694915254237288,11
Data entry / back-office processing,sup_29c653fdbfd6b93c2760,TRACTR,Canada,1.0,1,59.0,1.694915254237288,12
Data entry / back-office processing,sup_2e6703661a95e9613a79,STIKK & MÅL AS,NO,1.0,1,59.0,1.694915254237288,13
Data entry / back-office processing,sup_2faba1e3e0c50587a623,Multiconsult Norge AS,NO,1.0,1,59.0,1.694915254237288,14
Data entry / back-office processing,sup_32e75b40190f422f02ca,Etruria p.a. S.r.l.,IT,1.0,1,59.0,1.694915254237288,15
Data entry / back-office processing,sup_40d0c5c901e6904aeb9b,EMIS (Egton Medical Information Systems) Ltd,United Kingdom,1.0,1,59.0,1.694915254237288,16
Data entry / back-office processing,sup_40e5a92eb2ef8ee191bf,Compose Software AS,NOR,1.0,1,59.0,1.694915254237288,17
Data entry / back-office processing,sup_47476e7a88b53da37e84,PIICOMM INC,,1.0,1,59.0,1.694915254237288,18
Data entry / back-office processing,sup_4e50707c200637f77b44,Sundt Air AS,NO,1.0,1,59.0,1.694915254237288,19
Data entry / back-office processing,sup_53002d927124a67f2ba9,ASCHEM PETROKİMYA SAN. A.Ş.,TUR,1.0,1,59.0,1.694915254237288,20
Data entry / back-office processing,sup_6f0cb3dbb23cec4d8382,MjøsPlan AS,NO,1.0,1,59.0,1.694915254237288,21
Data entry / back-office processing,sup_74599d4dd48535593023,Groupe TACT,,1.0,1,59.0,1.694915254237288,22
Data entry / back-office processing,sup_79f39e31a78c4385b268,UN ARCHITECTURE INC.,Canada,1.0,1,59.0,1.694915254237288,23
Data entry / back-office processing,sup_854b5a1101f9db4c2674,Triona,NO,1.0,1,59.0,1.694915254237288,24
Data entry / back-office processing,sup_864804b4514b2d550083,Norconsult Norge AS,NO,1.0,1,59.0,1.694915254237288,25
Desk research / information collection,sup_751d2a0be33c8eaaa87d,"InsightLab, s.r.o.",CZE,10.0,10,39.0,25.641025641025642,1
Desk research / information collection,sup_0b58dbaeff96b15c70ae,T-Mobile Czech Republic a.s.,CZE,2.0,2,39.0,5.128205128205129,2
Desk research / information collection,sup_26d3a8a8e075ea396cb2,NMS Market Research s.r.o.,CZE,2.0,2,39.0,5.128205128205129,3
Desk research / information collection,sup_6f79629fe8c07370e0e8,"STEM/MARK, a.s.",CZE,2.0,2,39.0,5.128205128205129,4
Desk research / information collection,sup_bac6bd8cd7a3deb52df5,Incomind s.r.o.,CZE,2.0,2,39.0,5.128205128205129,5
Desk research / information collection,sup_c3775632677674aa1863,Mwaka FM Consultants Ltd,Uganda,2.0,2,39.0,5.128205128205129,6
Desk research / information collection,sup_cad8870f15cac7235fe0,ASM Research Solutions Strategy Sp. z o.o.,POL,2.0,2,39.0,5.128205128205129,7
Desk research / information collection,sup_089b59831a4ef5cde3c4,J2S Consulting,United Kingdom,1.0,1,39.0,2.5641025641025643,8
Desk research / information collection,sup_280a5d5b39a31ea56c52,DAI Research and Advisory Services Pvt. Ltd,India,1.0,2,39.0,2.5641025641025643,9
Desk research / information collection,sup_293363763c9d1a4b758f,Agencja Badawcza EDBAD Spółka z ograniczoną odpowiedzialnością,POL,1.0,1,39.0,2.5641025641025643,10
Desk research / information collection,sup_2a36f9564714d66db216,Regnology Ireland Limited,IRL,1.0,1,39.0,2.5641025641025643,11
Desk research / information collection,sup_3635e869c3f9e2a39836,IPSOS s.r.o.,CZE,1.0,1,39.0,2.5641025641025643,12
Desk research / information collection,sup_403f89d96e8f2557467f,Scanbur AS,NOR,1.0,1,39.0,2.5641025641025643,13
Desk research / information collection,sup_487beb83a61fc21f5992,Sabrina Fournelle,Canada,1.0,1,39.0,2.5641025641025643,14
Desk research / information collection,sup_63c24074cf7bc647725a,University of Brighton,United Kingdom,1.0,1,39.0,2.5641025641025643,15
Desk research / information collection,sup_6fb48392f928e132c9da,L'Usine à histoire(s),Canada,1.0,1,39.0,2.5641025641025643,16
Desk research / information collection,sup_8e1d8e210de20bbdd302,DCOR Consulting Pvt. Ltd,India,1.0,2,39.0,2.5641025641025643,17
Desk research / information collection,sup_a18f3c970b7b5da5abb8,Frontier Economic Limited,United Kingdom,1.0,1,39.0,2.5641025641025643,18
Desk research / information collection,sup_bc9788e7076e64884fa8,Catherine Houtekier,Canada,1.0,1,39.0,2.5641025641025643,19
Desk research / information collection,sup_c45d3d5ea90b06b96308,LSE Enterprise Ltd,,1.0,1,39.0,2.5641025641025643,20
Desk research / information collection,sup_c5f44c954186b37a1e3c,NOIPOLLS LTD,Nigeria,1.0,1,39.0,2.5641025641025643,21
Desk research / information collection,sup_e09f8973c967086c5fb3,Pascale Reny,Canada,1.0,1,39.0,2.5641025641025643,22
Desk research / information collection,sup_e84efb2d2a1fad714129,Gina Costanzo,Canada,1.0,1,39.0,2.5641025641025643,23
Desk research / information collection,sup_f65b8289848dca66314d,Mantle Netherlands BV,NLD,1.0,1,39.0,2.5641025641025643,24
Digital marketing / SEO / campaigns,sup_b08af754aa04f02e4962,NF AGENCIA DE MEDIOS INDEPENDIENTE SLU,ESP,76.0,76,340.0,22.352941176470587,1
Digital marketing / SEO / campaigns,sup_2ccce632117f86b91fbd,"FR_Bechtle Suisse SA, succursale de Suisse Romande à Morges",CHE,46.0,46,340.0,13.529411764705882,2
Digital marketing / SEO / campaigns,sup_e43df4c71dafc6662b93,CONSTRUCTII ERBASU,ROU,30.459523809523805,43,340.0,8.958683473389355,3
Digital marketing / SEO / campaigns,sup_841549a12d17237ad802,"Imagine Comunicación Andaluza, S.L.",ESP,13.0,13,340.0,3.823529411764706,4
Digital marketing / SEO / campaigns,sup_0352b4080b4479042165,Heraeus S.A.,ESP,8.0,8,340.0,2.3529411764705883,5
Digital marketing / SEO / campaigns,sup_b50ff1613a9e13c258a0,CALORIA S.R.L.,ROU,6.459523809523809,19,340.0,1.8998599439775907,6
Digital marketing / SEO / campaigns,sup_1698796347f196d94582,FR_ERNST & YOUNG ADVISORY,FRA,6.0,6,340.0,1.7647058823529411,7
Digital marketing / SEO / campaigns,sup_293363763c9d1a4b758f,Partner of Promotion sp. z o.o.,POL,6.0,6,340.0,1.7647058823529411,8
Digital marketing / SEO / campaigns,sup_bc0dd86a7cce0f88c1a2,AGAP' Professionnel,UNKNOWN,5.0,5,340.0,1.4705882352941178,9
Digital marketing / SEO / campaigns,sup_5fae7e6579393fa2e9c6,Nowa Itaka Spółką z Ograniczona Odpowiedzialnością,POL,4.0,4,340.0,1.1764705882352942,10
Digital marketing / SEO / campaigns,sup_edd8ad531e311579626b,AVRIL,ROU,3.95952380952381,15,340.0,1.1645658263305325,11
Digital marketing / SEO / campaigns,sup_0430a895a1e052be5dd9,9201475 Canada Inc.,Canada,3.0,3,340.0,0.8823529411764706,12
Digital marketing / SEO / campaigns,sup_faf46ee654fa0c832114,ΔΗΜΗΤΡΑ ΕΚΠΑΙΔΕΥΤΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ-ΕΥΡΩΠΡΟΟΔΟΣΕΚΠΑΙΔΕΥΤΙΚΟΣ ΟΜΙΛΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ-ΔΥΝΑΜΙΚΗ ΕΚΠΑΙΔΕΥΤΙΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΙΚΕ,GRC,3.0,3,340.0,0.8823529411764706,13
Digital marketing / SEO / campaigns,sup_6779e1dc67fb6996af3a,VECTOR GAZ,ROU,2.2928571428571427,10,340.0,0.6743697478991596,14
Digital marketing / SEO / campaigns,sup_163c7b21a1c866fad104,"SEOmoz, Inc.",United States,2.0,2,340.0,0.5882352941176471,15
Digital marketing / SEO / campaigns,sup_39efc193f63360a6ae18,Coral Travel Poland Spółką z Ograniczona Odpowiedzialnością,POL,2.0,2,340.0,0.5882352941176471,16
Digital marketing / SEO / campaigns,sup_7d02ae7e5e47a4c59f67,Contact Advertising,CYP,2.0,2,340.0,0.5882352941176471,17
Digital marketing / SEO / campaigns,sup_80eedcd23228d8894ed5,"Baxter, S.L.",ESP,2.0,2,340.0,0.5882352941176471,18
Digital marketing / SEO / campaigns,sup_927fdcd74e57931caec9,FLAIR STRATÉGIE INC.,Canada,2.0,2,340.0,0.5882352941176471,19
Digital marketing / SEO / campaigns,sup_a97bb31c5bd91dd384a5,Transparence Marketing inc.,Canada,2.0,2,340.0,0.5882352941176471,20
Digital marketing / SEO / campaigns,sup_ad73dea116f31247fcc9,Google Inc.,Canada,2.0,2,340.0,0.5882352941176471,21
Digital marketing / SEO / campaigns,sup_cad8870f15cac7235fe0,"Szymon Tuszewski ""BARBARO"", ul. Piastowska 46/62, 30-070 Kraków",POL,2.0,2,340.0,0.5882352941176471,22
Digital marketing / SEO / campaigns,sup_ea02f46b7de884977bb6,Ahead Group Sweden AB,SWE,2.0,2,340.0,0.5882352941176471,23
Digital marketing / SEO / campaigns,sup_ef20c3131d79a84f1ae6,"ASSUT EUROPE IBERICA, SLU",ESP,2.0,2,340.0,0.5882352941176471,24
Digital marketing / SEO / campaigns,sup_03d71e3a55424efe8038,smart lemon GmbH & Co. KG,DEU,1.0,1,340.0,0.29411764705882354,25
Direct mail / envelope / routing,sup_193b20e4d5ea3254b8b5,WSP Canada Inc,,2.0,2,30.0,6.666666666666667,1
Direct mail / envelope / routing,sup_2bf60cff73f80549d2ed,Caroline Ratelle,Canada,2.0,2,30.0,6.666666666666667,2
Direct mail / envelope / routing,sup_5b48755d178acf583847,TÉTRA TECH QI INC.,Canada,2.0,2,30.0,6.666666666666667,3
Direct mail / envelope / routing,sup_eeae6f67b85ac5971605,CONSTRUCTION M.B. (2014) INC.,Canada,2.0,2,30.0,6.666666666666667,4
Direct mail / envelope / routing,sup_f7603f292d0b7a1f1998,THE LETTERBOX CONSULTANCY LIMITED,United Kingdom,2.0,2,30.0,6.666666666666667,5
Direct mail / envelope / routing,sup_022e9f80d8fd4c56e496,CORUS,UNKNOWN,1.0,1,30.0,3.3333333333333335,6
Direct mail / envelope / routing,sup_0d8b53d16698a21970ce,ESAT IDDA,UNKNOWN,1.0,1,30.0,3.3333333333333335,7
Direct mail / envelope / routing,sup_1ba38b6e391248d66570,Xerox UK Limited,United Kingdom,1.0,1,30.0,3.3333333333333335,8
Direct mail / envelope / routing,sup_1e6ee7c01c857a0cc48e,MAÇONNERIE RAINVILLE & FRÈRES INC.,Canada,1.0,1,30.0,3.3333333333333335,9
Direct mail / envelope / routing,sup_2680a4b56db927bd3bc8,KOBA,FR,1.0,1,30.0,3.3333333333333335,10
Direct mail / envelope / routing,sup_26aa282eade3c42ffbc5,Central Mailing Services Limited,United Kingdom,1.0,1,30.0,3.3333333333333335,11
Direct mail / envelope / routing,sup_5e0ec45f830f23011b85,IN CONTINU ET SERVICES,UNKNOWN,1.0,1,30.0,3.3333333333333335,12
Direct mail / envelope / routing,sup_729cb79f585a804076c8,Sendinblue,UNKNOWN,1.0,1,30.0,3.3333333333333335,13
Direct mail / envelope / routing,sup_7f870e9444976432f95b,Naxo,Canada,1.0,1,30.0,3.3333333333333335,14
Direct mail / envelope / routing,sup_857ed81947968c77cfe8,Birmingham City Council,United Kingdom,1.0,1,30.0,3.3333333333333335,15
Direct mail / envelope / routing,sup_98c62bb02d491e234246,Les Plastiques Tornado Inc.,Canada,1.0,1,30.0,3.3333333333333335,16
Direct mail / envelope / routing,sup_9c9cb5ab0ddf9c96cd1e,CALCULATEC INC.,Canada,1.0,1,30.0,3.3333333333333335,17
Direct mail / envelope / routing,sup_ade156bd67a4394d7755,HAMAMATSU CORPORATION,,1.0,1,30.0,3.3333333333333335,18
Direct mail / envelope / routing,sup_bd30e13cb95bfb1f2b60,SAS CORUS,UNKNOWN,1.0,1,30.0,3.3333333333333335,19
Direct mail / envelope / routing,sup_c1ce16b80a5611d1212c,REFERENCE DIRECTE,UNKNOWN,1.0,1,30.0,3.3333333333333335,20
Direct mail / envelope / routing,sup_ef1289da0dddf73915d0,IN CONTINU ET SERVICES SAS,UNKNOWN,1.0,1,30.0,3.3333333333333335,21
Direct mail / envelope / routing,sup_f03ba3e4fad5d1a157b6,Lescure Graphic,FR,1.0,1,30.0,3.3333333333333335,22
Direct mail / envelope / routing,sup_f05ea56fcf9b304d2772,Limited Liability Company “Plant ElectronMash”,UKR,1.0,1,30.0,3.3333333333333335,23
Direct mail / envelope / routing,sup_f0dd5975cf81b285700a,DOXALLIA,UNKNOWN,1.0,1,30.0,3.3333333333333335,24
Direct mail / envelope / routing,sup_fb7bff37e22edf3ac55a,Canon Nederland N.V.,Nederland,1.0,1,30.0,3.3333333333333335,25
Document digitization / scanning,sup_e43df4c71dafc6662b93,TOP TECH,ROU,339.25,353,5414.000000000002,6.266161802733651,1
Document digitization / scanning,sup_b50ff1613a9e13c258a0,CG&GC Hitech Solutions SRL,ROU,152.08333333333331,167,5414.000000000002,2.8090752370397722,2
Document digitization / scanning,sup_403f89d96e8f2557467f,Forte Digital AS,NOR,140.0,140,5414.000000000002,2.5858884373845576,3
Document digitization / scanning,sup_edd8ad531e311579626b,DASITRADE,ROU,125.33333333333331,135,5414.000000000002,2.314985839182366,4
Document digitization / scanning,sup_6779e1dc67fb6996af3a,DATA HUB SOLUTION,ROU,123.16666666666666,127,5414.000000000002,2.2749661371752237,5
Document digitization / scanning,sup_44ea09b8d144d639807e,NanoTemper Technologies GmbH,SWE,91.0,91,5414.000000000002,1.6808274842999624,6
Document digitization / scanning,sup_2ccce632117f86b91fbd,DE_Eversheds Sutherland AG,CHE,82.86666666666667,85,5414.000000000002,1.5305996798423835,7
Document digitization / scanning,sup_8fbe7497b6750e529c5a,Systematic A/S,DNK,47.333333333333336,48,5414.000000000002,0.8742765669252553,8
Document digitization / scanning,sup_48d9f70ef29ca5aa868c,Moonsoft Oy,FIN,42.0,42,5414.000000000002,0.7757665312153673,9
Document digitization / scanning,sup_7f4861c64dd5f14b3e89,LES ENTREPRISES MYRROY INC.,Canada,39.0,39,5414.000000000002,0.7203546361285553,10
Document digitization / scanning,sup_40e5a92eb2ef8ee191bf,Menon Economics AS,NOR,38.0,38,5414.000000000002,0.7018840044329514,11
Document digitization / scanning,sup_380db7628d6138cf47ff,TUNIC PROD,ROU,36.833333333333336,38,5414.000000000002,0.6803349341214134,12
Document digitization / scanning,sup_8797db8dbeb76fbc76c0,LES ENTREPRISES TRÉMA INC.,Canada,30.0,30,5414.000000000002,0.5541189508681195,13
Document digitization / scanning,sup_e8846e638d51a86c901e,Carl Zeiss Microscopy Deutschland GmbH,DEU,29.0,29,5414.000000000002,0.5356483191725155,14
Document digitization / scanning,sup_2a9e4502cc2b46d4f083,SERVICES INFORMATIQUES TRIGONIX INC.,Canada,25.0,25,5414.000000000002,0.46176579239009957,15
Document digitization / scanning,sup_f8dd3f672253c615b84a,Bruker Nordic AB,SWE,23.333333333333336,24,5414.000000000002,0.43098140623075964,16
Document digitization / scanning,sup_304a7b22d247f2d4958c,Iron Mountain Deutschland GmbH,DEU,23.0,23,5414.000000000002,0.4248245289988916,17
Document digitization / scanning,sup_007929859e821b163dcc,ENTRETIENS J.R. VILLENEUVE INC.,Canada,20.0,20,5414.000000000002,0.3694126339120797,18
Document digitization / scanning,sup_0b7c1a3788e173812536,NLU-Projektgesellschaft mbH & Co. KG,DEU,20.0,20,5414.000000000002,0.3694126339120797,19
Document digitization / scanning,sup_cf81529e9edf8a313749,Visma Enterprise AS,NOR,20.0,20,5414.000000000002,0.3694126339120797,20
Document digitization / scanning,sup_845e01e0a399e557335d,Gemeente Eemsdelta,Nederland,19.0,19,5414.000000000002,0.3509420022164757,21
Document digitization / scanning,sup_a45bc4967bd6524605b7,BSF Swissphoto GmbH,DEU,19.0,19,5414.000000000002,0.3509420022164757,22
Document digitization / scanning,sup_33e84142da5bc79980f3,MLM MEDICAL S.R.L.,ROU,18.333333333333336,19,5414.000000000002,0.3386282477527397,23
Document digitization / scanning,sup_1435586520388099c7cc,geoGLIS GmbH & Co. KG,DEU,18.0,18,5414.000000000002,0.3324713705208717,24
Document digitization / scanning,sup_203b53f6e9b51055c7b0,MILAN Geoservice GmbH,DEU,18.0,18,5414.000000000002,0.3324713705208717,25
E-learning / training content,sup_979567c2959b7e4371f6,VICONSIT S.R.L.,RO,18.0,19,362.0,4.972375690607735,1
E-learning / training content,sup_e43df4c71dafc6662b93,PRAGMA COMPUTERS S.R.L.,ROU,17.0,17,362.0,4.696132596685083,2
E-learning / training content,sup_b08af754aa04f02e4962,Telefonica Soluciones de Informatica y comunicaciones de España S.A.U,ESP,14.0,14,362.0,3.867403314917127,3
E-learning / training content,sup_6f79629fe8c07370e0e8,Rexonix s.r.o.,CZE,13.0,13,362.0,3.591160220994475,4
E-learning / training content,sup_403f89d96e8f2557467f,Plott,NOR,9.0,9,362.0,2.4861878453038675,5
E-learning / training content,sup_66a4afa1c8ec37c7ad8e,Ariadne Digital Srl,ITA,6.333333333333333,7,362.0,1.749539594843462,6
E-learning / training content,sup_74a80c361de375237bc2,СТЕМО ЕООД,BGR,6.0,6,362.0,1.6574585635359116,7
E-learning / training content,sup_78f269e7d3b6eac227f9,WTT CampusONE GmbH,DEU,6.0,6,362.0,1.6574585635359116,8
E-learning / training content,sup_2ccce632117f86b91fbd,DE_APP Unternehmensberatung AG,CHE,5.0,5,362.0,1.3812154696132597,9
E-learning / training content,sup_cad8870f15cac7235fe0,Akademia Dla Biznesu Sp. z o.o.,POL,4.333333333333333,5,362.0,1.1970534069981584,10
E-learning / training content,sup_44c3b09d1bc1b425d1cc,"Imprensa Nacional-Casa da Moeda, S. A. (INCM)",PRT,4.0,4,362.0,1.1049723756906078,11
E-learning / training content,sup_9d6ab27b821adfe35cdb,LE THÉÂTRE À LA CARTE (T.A.C.) INC.,Canada,4.0,4,362.0,1.1049723756906078,12
E-learning / training content,sup_7afc451c2b02a60f0565,SC MEDMURES SRL,RO,3.5,5,362.0,0.9668508287292817,13
E-learning / training content,sup_faf46ee654fa0c832114,DOTSOFT OLOKLIROMENES EFARMOGES DIADIKTIOY KAI VASEON DEDOMENON AE,GRC,3.5,6,362.0,0.9668508287292817,14
E-learning / training content,sup_3206782a6e5342e40cad,Kallidus,United Kingdom,3.0,3,362.0,0.8287292817679558,15
E-learning / training content,sup_4dbcee8ea83a1cc14d78,DEXTER Informatikai és Tanácsadó Kft.,HUN,3.0,3,362.0,0.8287292817679558,16
E-learning / training content,sup_81f3c663956cad2f098c,p2m Informatika Szolgáltató Korlátolt Felelősségű Társaság,HUN,3.0,3,362.0,0.8287292817679558,17
E-learning / training content,sup_945f4982f2f3a68e871e,NOVACONCEPT FORMATION INC.,Canada,3.0,3,362.0,0.8287292817679558,18
E-learning / training content,sup_a3c86d0cb9af0cb8959e,ELDI BRUTARIA S.R.L.,RO,3.0,3,362.0,0.8287292817679558,19
E-learning / training content,sup_cf81529e9edf8a313749,Redningsselskapet,NOR,3.0,3,362.0,0.8287292817679558,20
E-learning / training content,sup_19ce307683c27b2bd45c,Cobblestone Learning,,2.5,3,362.0,0.6906077348066298,21
E-learning / training content,sup_2723c89fd7d079ec7e86,PALAS COM,RO,2.5,5,362.0,0.6906077348066298,22
E-learning / training content,sup_a398d2fa9f6735a45e36,HATEC ANONIMI ETAIRIA PLIROFORIKIS,GRC,2.5,5,362.0,0.6906077348066298,23
E-learning / training content,sup_e9c45c1e0c38e9cd2296,"Belügyminisztérium HEROS Javító, Gyártó, Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság",HUN,2.5,3,362.0,0.6906077348066298,24
E-learning / training content,sup_14ade932b50fca1a3b46,Joint Action Analytics,DNK,2.0,2,362.0,0.5524861878453039,25
Event audiovisual / livestream,sup_20e906a49e74ad1c6cca,cine plus Mediaservice GmbH & Co. KG,DEU,2.0,2,12.0,16.666666666666668,1
Event audiovisual / livestream,sup_74a80c361de375237bc2,БЪЛГАРСКА ФЕДЕРАЦИЯ ПО ВОЛЕЙБОЛ Сдружение,BGR,2.0,2,12.0,16.666666666666668,2
Event audiovisual / livestream,sup_0647e06e0d57632d4f4a,NEP Norway as,NO,1.0,1,12.0,8.333333333333334,3
Event audiovisual / livestream,sup_403f89d96e8f2557467f,Bio Visjon AS,NOR,1.0,1,12.0,8.333333333333334,4
Event audiovisual / livestream,sup_483dad61efb3814ff89c,Wildmoka SAS,France,1.0,1,12.0,8.333333333333334,5
Event audiovisual / livestream,sup_48d9f70ef29ca5aa868c,Inderes Oyj,FIN,1.0,1,12.0,8.333333333333334,6
Event audiovisual / livestream,sup_7cb57535c4ca5f458ab8,"AP MEDIA, s.r.o.",SVK,1.0,1,12.0,8.333333333333334,7
Event audiovisual / livestream,sup_97145f25eb5e1e103f09,Bano B.V.,Nederland,1.0,1,12.0,8.333333333333334,8
Event audiovisual / livestream,sup_de846165638bae68e122,Deutsche Telekom Business Solutions GmbH,DEU,1.0,1,12.0,8.333333333333334,9
Event audiovisual / livestream,sup_ef424cda4f74e33846dc,TV1 GmbH,DEU,1.0,1,12.0,8.333333333333334,10
Event communication materials,sup_623114443ca1847168ad,Aurora Flags & Banners Inc.,,1.0,1,1.0,100.0,1
Graphic design / layout,sup_6f79629fe8c07370e0e8,Magnas Media s.r.o.,CZE,26.0,26,401.0,6.483790523690773,1
Graphic design / layout,sup_e43df4c71dafc6662b93,LOGIC COMPUTER,ROU,17.0,17,401.0,4.239401496259352,2
Graphic design / layout,sup_403f89d96e8f2557467f,Tank Design AS,NOR,16.0,16,401.0,3.9900249376558605,3
Graphic design / layout,sup_751d2a0be33c8eaaa87d,"BlueGhost.cz, s.r.o.",CZE,16.0,16,401.0,3.9900249376558605,4
Graphic design / layout,sup_7cb57535c4ca5f458ab8,BWGG s. r. o.,SVK,14.0,14,401.0,3.491271820448878,5
Graphic design / layout,sup_cf81529e9edf8a313749,Knowit AS,NOR,5.5,6,401.0,1.371571072319202,6
Graphic design / layout,sup_40ec05dadbd03dc7be9f,Bittner print s.r.o.,SVK,5.0,5,401.0,1.2468827930174564,7
Graphic design / layout,sup_546d6bee29dfafbe6591,Enof creatieve communicatie,Nederland,4.0,4,401.0,0.9975062344139651,8
Graphic design / layout,sup_67162cb08fc7cc9e2a47,OSAGE communicatie en ontwerp,Nederland,4.0,4,401.0,0.9975062344139651,9
Graphic design / layout,sup_cad8870f15cac7235fe0,Wykonawcy występujący wspólnie: IURIDICO Legal & Financial Translations sp. z o. o. i GEMRA tłumaczenia specjalistyczne Anna Gemra,POL,4.0,4,401.0,0.9975062344139651,10
Graphic design / layout,sup_413c6bb18b4a9bdfbfb4,Koninklijke van der Most B.V.,Nederland,3.0,3,401.0,0.7481296758104738,11
Graphic design / layout,sup_63186812c3b6e36ea819,DDK,Nederland,3.0,3,401.0,0.7481296758104738,12
Graphic design / layout,sup_77f11e50a586188bbbe8,Duval Design Communication inc.,Canada,3.0,3,401.0,0.7481296758104738,13
Graphic design / layout,sup_adb7fcfb7642e288139e,GROUPE PRO-ACTIF CONSULTANTS INC.,Canada,3.0,3,401.0,0.7481296758104738,14
Graphic design / layout,sup_bac6bd8cd7a3deb52df5,Omnimedia s.r.o.,CZE,3.0,3,401.0,0.7481296758104738,15
Graphic design / layout,sup_d567aa02732808702da0,Attack Promotion s.r.o.,CZE,3.0,3,401.0,0.7481296758104738,16
Graphic design / layout,sup_de65bed5f6b2a3f6f684,Southern Marketing Design and Media,,2.3333333333333335,3,401.0,0.5818786367414797,17
Graphic design / layout,sup_1a59cb2b67f12ea3bc14,Allen Creative,,2.333333333333333,3,401.0,0.5818786367414795,18
Graphic design / layout,sup_8b02e6ba69e3a64700e8,Outburst Design Ltd.,,2.333333333333333,3,401.0,0.5818786367414795,19
Graphic design / layout,sup_d5f308e7fd260cb23b48,Clever Cat Design,,2.1666666666666665,3,401.0,0.5403158769742311,20
Graphic design / layout,sup_01d241d6cb525278290f,FAHEY & ASSOCIÉS INC.,Canada,2.0,2,401.0,0.49875311720698257,21
Graphic design / layout,sup_0352b4080b4479042165,Lateral Contents SL,ESP,2.0,2,401.0,0.49875311720698257,22
Graphic design / layout,sup_1245ef6040aa89b533d7,Nilsson B.V.,Nederland,2.0,2,401.0,0.49875311720698257,23
Graphic design / layout,sup_12a3718c3b2724fb7e99,Engine Partners UK LLP,United Kingdom,2.0,2,401.0,0.49875311720698257,24
Graphic design / layout,sup_161458deab2a3e5ad9be,The Pin People - Laurie Artiss Limited,Canada,2.0,2,401.0,0.49875311720698257,25
Illustration / infographics,sup_b50ff1613a9e13c258a0,SYSDOM PROIECTE,ROU,20.5,21,113.00000000000003,18.14159292035398,1
Illustration / infographics,sup_e43df4c71dafc6662b93,Iceberg Plus,ROU,13.5,14,113.00000000000003,11.946902654867253,2
Illustration / infographics,sup_02996877523a1609062c,Devocy Communication AB,SE,3.0,3,113.00000000000003,2.6548672566371674,3
Illustration / infographics,sup_2db8103da83b2bb02fd1,"JACQUES, MELISSA",Canada,3.0,3,113.00000000000003,2.6548672566371674,4
Illustration / infographics,sup_339b9b6d1988ca54a614,"Rhéaume, Serge",Canada,3.0,3,113.00000000000003,2.6548672566371674,5
Illustration / infographics,sup_20f99d289dc2c29dd382,Agence Hula-Hoop Montréal inc.,Canada,2.0,2,113.00000000000003,1.7699115044247784,6
Illustration / infographics,sup_4942da24b6780087b6cc,SOFTCHOICE LP,Canada,2.0,2,113.00000000000003,1.7699115044247784,7
Illustration / infographics,sup_4b00d3d4727f13656432,STUDIO POWR INC.,Canada,2.0,2,113.00000000000003,1.7699115044247784,8
Illustration / infographics,sup_57a4c307c26a798e0aa6,KRYZALID COMMUNICATION INC.,Canada,2.0,2,113.00000000000003,1.7699115044247784,9
Illustration / infographics,sup_69a07f3416acabf5e1a0,Solutions Pixim Inc.,Canada,2.0,2,113.00000000000003,1.7699115044247784,10
Illustration / infographics,sup_a271ae9659f1084c1541,ADC Media AB,SE,2.0,2,113.00000000000003,1.7699115044247784,11
Illustration / infographics,sup_ad29069630b38fea2ea4,Ophélie Henrard,Canada,2.0,2,113.00000000000003,1.7699115044247784,12
Illustration / infographics,sup_adb7fcfb7642e288139e,GROUPE PRO-ACTIF CONSULTANTS INC.,Canada,2.0,2,113.00000000000003,1.7699115044247784,13
Illustration / infographics,sup_b51ee5d86c4ef01e8df9,XP-PEN,Canada,2.0,2,113.00000000000003,1.7699115044247784,14
Illustration / infographics,sup_d2a17fd93979fc914f7e,PixoCreation inc.,Canada,2.0,2,113.00000000000003,1.7699115044247784,15
Illustration / infographics,sup_d4c14cc1bee23e3e06a0,"Bujold, Julie",Canada,2.0,2,113.00000000000003,1.7699115044247784,16
Illustration / infographics,sup_e98529ed49689f7709c2,COMMUNICATIONS KAPA INC.,Canada,2.0,2,113.00000000000003,1.7699115044247784,17
Illustration / infographics,sup_f13731c4ca8a57476481,Frankoy D.A. inc.,Canada,2.0,2,113.00000000000003,1.7699115044247784,18
